max_number_of_vehicles,MINIMUM_SPEED,min_number_of_vehicles,AVERAGE_SPEED,avg_number_of_vehicles,MAXIMUM_SPEED,DATE
787,3,11,52.87,116.30,213,2020-10-15T08:00:00
884,2,11,53.96,114.03,195,2020-10-15T09:00:00
818,2,11,53.97,104.19,200,2020-10-15T10:00:00
689,1,11,53.18,93.83,197,2020-10-15T11:00:00
944,1,11,53.07,110.22,191,2020-10-15T12:00:00
958,3,11,52.95,103.98,205,2020-10-15T13:00:00
1006,5,11,52.84,104.39,206,2020-10-15T14:00:00
835,3,11,52.00,93.69,195,2020-10-15T15:00:00
835,1,11,51.52,97.17,192,2020-10-15T16:00:00
762,4,11,51.82,102.05,203,2020-10-15T17:00:00
716,6,11,49.62,100.61,206,2020-10-15T18:00:00
748,6,11,50.18,106.92,202,2020-10-15T19:00:00
629,6,11,53.69,103.18,199,2020-10-15T20:00:00
617,3,11,56.43,100.54,223,2020-10-15T21:00:00
541,2,11,57.21,86.90,185,2020-10-15T22:00:00
430,3,11,58.30,76.84,184,2020-10-15T23:00:00
399,2,11,59.37,64.61,204,2020-10-16T00:00:00
243,2,11,62.31,47.97,189,2020-10-16T01:00:00
173,2,11,65.92,40.28,192,2020-10-16T02:00:00
155,6,11,67.73,37.44,194,2020-10-16T03:00:00
215,2,11,67.76,40.02,188,2020-10-16T04:00:00
321,2,11,60.94,61.74,188,2020-10-16T05:00:00
927,2,11,58.16,128.15,199,2020-10-16T06:00:00
1067,6,11,56.49,146.15,198,2020-10-16T07:00:00
775,2,11,53.20,112.52,205,2020-10-16T08:00:00
880,2,11,53.67,109.02,202,2020-10-16T09:00:00
869,2,11,53.76,105.83,197,2020-10-16T10:00:00
876,1,11,52.87,91.01,201,2020-10-16T11:00:00
913,2,11,53.65,101.45,201,2020-10-16T12:00:00
876,2,11,54.36,110.02,192,2020-10-16T13:00:00
936,3,11,52.59,103.66,196,2020-10-16T14:00:00
949,1,11,51.49,99.25,205,2020-10-16T15:00:00
815,2,11,51.49,97.78,198,2020-10-16T16:00:00
680,2,11,51.77,104.25,206,2020-10-16T17:00:00
704,2,11,49.45,101.65,215,2020-10-16T18:00:00
804,2,11,51.10,117.64,184,2020-10-16T19:00:00
653,5,11,54.33,107.16,195,2020-10-16T20:00:00
636,2,11,55.98,101.57,208,2020-10-16T21:00:00
556,2,11,57.25,94.14,203,2020-10-16T22:00:00
507,6,11,58.15,85.34,204,2020-10-16T23:00:00
332,6,11,59.19,68.19,183,2020-10-17T00:00:00
273,2,11,60.65,53.30,201,2020-10-17T01:00:00
184,2,11,63.18,40.34,195,2020-10-17T02:00:00
171,6,11,66.01,38.10,184,2020-10-17T03:00:00
192,6,11,67.17,42.09,188,2020-10-17T04:00:00
276,6,11,61.84,54.67,187,2020-10-17T05:00:00
643,6,11,59.55,89.12,187,2020-10-17T06:00:00
955,3,11,58.90,117.99,202,2020-10-17T07:00:00
929,6,11,57.77,114.95,193,2020-10-17T08:00:00
926,2,11,56.00,111.86,205,2020-10-17T09:00:00
902,4,11,55.14,107.68,206,2020-10-17T10:00:00
849,2,11,54.24,100.85,214,2020-10-17T11:00:00
871,2,11,53.57,103.12,194,2020-10-17T12:00:00
782,2,11,51.88,98.97,210,2020-10-17T13:00:00
733,2,11,50.93,106.81,191,2020-10-17T14:00:00
726,4,11,51.36,109.28,207,2020-10-17T15:00:00
698,4,11,50.84,103.50,202,2020-10-17T16:00:00
563,4,11,50.80,96.56,189,2020-10-17T17:00:00
589,5,11,50.50,98.43,200,2020-10-17T18:00:00
531,2,11,51.99,93.87,185,2020-10-17T19:00:00
454,5,11,54.65,84.04,217,2020-10-17T20:00:00
467,2,11,56.76,77.77,192,2020-10-17T21:00:00
445,6,11,58.02,74.31,217,2020-10-17T22:00:00
397,6,11,58.67,69.01,215,2020-10-17T23:00:00
328,6,11,59.39,59.23,198,2020-10-18T00:00:00
186,6,11,61.14,41.94,197,2020-10-18T01:00:00
137,6,11,64.51,31.86,213,2020-10-18T02:00:00
94,6,11,67.43,27.91,184,2020-10-18T03:00:00
113,6,11,68.78,31.20,182,2020-10-18T04:00:00
215,6,11,61.27,41.02,177,2020-10-18T05:00:00
283,6,11,61.39,48.99,185,2020-10-18T06:00:00
370,6,11,61.59,64.42,199,2020-10-18T07:00:00
336,6,11,59.55,60.22,203,2020-10-18T08:00:00
347,6,11,59.02,61.95,208,2020-10-18T09:00:00
370,6,11,57.93,63.77,196,2020-10-18T10:00:00
386,3,11,57.91,65.14,196,2020-10-18T11:00:00
407,4,11,58.56,69.54,188,2020-10-18T12:00:00
460,4,11,57.30,77.22,191,2020-10-18T13:00:00
394,6,11,55.30,69.66,203,2020-10-18T14:00:00
517,3,11,56.21,82.07,204,2020-10-18T15:00:00
450,2,11,55.71,83.24,197,2020-10-18T16:00:00
397,3,11,55.78,76.58,198,2020-10-18T17:00:00
434,6,11,55.38,78.36,197,2020-10-18T18:00:00
412,6,11,56.21,77.79,248,2020-10-18T19:00:00
358,6,11,56.90,72.17,198,2020-10-18T20:00:00
421,6,11,57.48,73.46,203,2020-10-18T21:00:00
365,6,11,58.23,71.91,173,2020-10-18T22:00:00
350,6,11,59.77,66.78,183,2020-10-18T23:00:00
270,6,11,60.82,54.53,196,2020-10-19T00:00:00
181,6,11,64.15,41.35,185,2020-10-19T01:00:00
163,6,11,65.97,37.38,183,2020-10-19T02:00:00
142,6,11,67.70,37.85,189,2020-10-19T03:00:00
152,6,11,66.14,38.69,194,2020-10-19T04:00:00
334,6,11,60.66,62.76,195,2020-10-19T05:00:00
949,6,11,57.13,133.67,203,2020-10-19T06:00:00
1061,2,11,55.24,148.11,197,2020-10-19T07:00:00
803,6,11,52.41,124.89,198,2020-10-19T08:00:00
851,2,11,53.54,113.64,202,2020-10-19T09:00:00
930,1,11,53.91,115.92,217,2020-10-19T10:00:00
1006,4,11,54.23,113.05,189,2020-10-19T11:00:00
964,3,11,54.01,115.92,193,2020-10-19T12:00:00
1083,1,11,53.75,116.51,211,2020-10-19T13:00:00
1046,1,11,53.27,117.66,203,2020-10-19T14:00:00
1088,1,11,52.81,118.73,200,2020-10-19T15:00:00
948,1,11,52.87,119.99,209,2020-10-19T16:00:00
848,1,11,52.89,126.93,210,2020-10-19T17:00:00
915,1,11,50.79,132.82,197,2020-10-19T18:00:00
853,3,11,52.30,130.12,215,2020-10-19T19:00:00
740,3,11,55.63,109.65,206,2020-10-19T20:00:00
620,6,11,56.87,94.90,209,2020-10-19T21:00:00
464,2,11,57.87,84.46,206,2020-10-19T22:00:00
441,2,11,59.12,75.25,204,2020-10-19T23:00:00
299,2,11,60.33,58.50,196,2020-10-20T00:00:00
207,6,11,62.63,45.62,208,2020-10-20T01:00:00
162,6,11,65.84,38.61,189,2020-10-20T02:00:00
165,6,11,67.40,35.30,191,2020-10-20T03:00:00
200,6,11,66.14,39.88,190,2020-10-20T04:00:00
306,6,11,60.06,60.80,203,2020-10-20T05:00:00
944,6,11,57.59,135.32,194,2020-10-20T06:00:00
1178,6,11,55.58,160.97,195,2020-10-20T07:00:00
949,1,11,52.47,133.51,184,2020-10-20T08:00:00
1080,2,11,53.01,126.63,200,2020-10-20T09:00:00
1108,1,11,52.42,123.81,208,2020-10-20T10:00:00
1129,2,11,52.60,125.99,202,2020-10-20T11:00:00
1128,1,11,52.39,127.54,192,2020-10-20T12:00:00
1111,4,11,52.27,125.34,195,2020-10-20T13:00:00
1200,4,11,51.74,122.99,189,2020-10-20T14:00:00
1037,2,11,52.67,122.54,195,2020-10-20T15:00:00
853,6,11,52.53,119.55,192,2020-10-20T16:00:00
878,1,11,52.68,128.39,196,2020-10-20T17:00:00
987,2,11,50.76,135.88,203,2020-10-20T18:00:00
866,4,11,52.38,133.77,198,2020-10-20T19:00:00
670,1,11,55.66,108.55,228,2020-10-20T20:00:00
639,6,11,56.05,94.69,191,2020-10-20T21:00:00
489,6,11,56.59,85.65,181,2020-10-20T22:00:00
417,3,11,57.38,77.39,188,2020-10-20T23:00:00
330,6,11,58.54,62.84,198,2020-10-21T00:00:00
259,6,11,60.52,45.05,217,2020-10-21T01:00:00
180,6,11,63.56,37.60,185,2020-10-21T02:00:00
144,6,11,66.24,35.49,188,2020-10-21T03:00:00
185,6,11,64.28,39.22,171,2020-10-21T04:00:00
324,6,11,59.22,61.14,191,2020-10-21T05:00:00
865,6,11,56.65,127.33,190,2020-10-21T06:00:00
997,6,11,55.00,139.01,188,2020-10-21T07:00:00
804,6,11,53.52,121.91,197,2020-10-21T08:00:00
886,3,11,54.28,115.50,195,2020-10-21T09:00:00
1018,1,11,54.43,125.47,192,2020-10-21T10:00:00
988,1,11,53.97,127.00,188,2020-10-21T11:00:00
1191,1,11,54.03,135.39,201,2020-10-21T12:00:00
1201,1,11,53.88,126.29,190,2020-10-21T13:00:00
1173,1,11,53.26,123.82,193,2020-10-21T14:00:00
1119,1,11,53.11,125.59,214,2020-10-21T15:00:00
1003,1,11,53.14,122.89,201,2020-10-21T16:00:00
900,1,11,52.41,129.99,218,2020-10-21T17:00:00
1010,1,11,50.39,136.16,196,2020-10-21T18:00:00
904,2,11,51.26,134.68,195,2020-10-21T19:00:00
760,2,11,54.69,115.50,200,2020-10-21T20:00:00
701,6,11,56.53,102.35,217,2020-10-21T21:00:00
553,6,11,58.23,87.99,187,2020-10-21T22:00:00
484,6,11,58.67,77.80,187,2020-10-21T23:00:00
418,3,11,59.08,66.48,182,2020-10-22T00:00:00
223,1,11,61.11,48.73,191,2020-10-22T01:00:00
174,1,11,65.17,40.36,177,2020-10-22T02:00:00
158,1,11,67.60,37.31,188,2020-10-22T03:00:00
213,1,11,66.00,40.28,173,2020-10-22T04:00:00
337,6,11,60.58,64.33,209,2020-10-22T05:00:00
948,6,11,58.18,136.30,189,2020-10-22T06:00:00
1086,4,11,56.96,154.37,198,2020-10-22T07:00:00
776,4,11,54.07,117.91,197,2020-10-22T08:00:00
957,2,11,54.84,122.66,242,2020-10-22T09:00:00
1008,2,11,54.61,117.51,204,2020-10-22T10:00:00
1024,1,11,54.26,115.34,218,2020-10-22T11:00:00
1201,1,11,54.22,131.81,210,2020-10-22T12:00:00
1166,1,11,53.82,133.87,212,2020-10-22T13:00:00
1163,1,11,53.28,125.91,203,2020-10-22T14:00:00
1137,2,11,52.94,122.01,214,2020-10-22T15:00:00
924,2,11,52.23,113.95,192,2020-10-22T16:00:00
972,1,11,52.50,129.53,205,2020-10-22T17:00:00
910,1,11,51.11,133.78,201,2020-10-22T18:00:00
837,2,11,51.96,126.06,198,2020-10-22T19:00:00
715,3,11,54.81,112.51,210,2020-10-22T20:00:00
675,4,11,56.46,99.98,201,2020-10-22T21:00:00
565,6,11,57.30,88.83,198,2020-10-22T22:00:00
451,6,11,59.25,77.94,186,2020-10-22T23:00:00
406,3,11,60.31,68.32,215,2020-10-23T00:00:00
229,6,11,62.04,48.15,197,2020-10-23T01:00:00
166,6,11,64.92,39.81,184,2020-10-23T02:00:00
166,3,11,68.11,39.12,180,2020-10-23T03:00:00
199,6,11,65.71,40.94,192,2020-10-23T04:00:00
339,6,11,60.22,61.38,191,2020-10-23T05:00:00
928,4,11,57.68,135.23,188,2020-10-23T06:00:00
1195,6,11,56.75,157.07,214,2020-10-23T07:00:00
896,6,11,54.32,125.94,204,2020-10-23T08:00:00
925,2,11,54.54,120.61,206,2020-10-23T09:00:00
1043,1,11,54.63,115.96,206,2020-10-23T10:00:00
1022,2,11,54.55,111.92,203,2020-10-23T11:00:00
1105,1,11,54.33,118.37,198,2020-10-23T12:00:00
979,1,11,54.42,119.67,198,2020-10-23T13:00:00
984,1,11,52.81,115.41,194,2020-10-23T14:00:00
1001,1,11,52.33,117.19,196,2020-10-23T15:00:00
907,2,11,52.46,120.98,200,2020-10-23T16:00:00
935,0,11,52.41,136.82,212,2020-10-23T17:00:00
960,5,11,50.46,139.89,195,2020-10-23T18:00:00
754,2,11,51.06,122.46,194,2020-10-23T19:00:00
726,2,11,54.79,114.33,201,2020-10-23T20:00:00
702,1,11,56.68,105.23,201,2020-10-23T21:00:00
585,1,11,57.00,94.98,201,2020-10-23T22:00:00
517,4,11,58.07,88.18,207,2020-10-23T23:00:00
389,3,11,59.48,72.24,199,2020-10-24T00:00:00
271,2,11,61.40,51.33,195,2020-10-24T01:00:00
191,2,11,63.29,42.73,200,2020-10-24T02:00:00
157,2,11,66.33,37.92,217,2020-10-24T03:00:00
188,6,11,65.60,40.55,235,2020-10-24T04:00:00
320,2,11,60.08,55.54,196,2020-10-24T05:00:00
637,1,11,58.06,90.39,186,2020-10-24T06:00:00
1022,1,11,58.21,123.63,196,2020-10-24T07:00:00
1082,2,11,57.32,126.82,206,2020-10-24T08:00:00
1035,4,11,56.83,120.97,210,2020-10-24T09:00:00
971,2,11,55.77,115.97,208,2020-10-24T10:00:00
1007,4,11,54.91,115.97,189,2020-10-24T11:00:00
1029,4,11,54.23,118.41,200,2020-10-24T12:00:00
944,6,11,53.54,116.66,209,2020-10-24T13:00:00
794,1,11,52.64,110.08,192,2020-10-24T14:00:00
804,2,11,53.00,112.54,204,2020-10-24T15:00:00
743,2,11,53.41,111.67,203,2020-10-24T16:00:00
674,5,11,53.78,108.88,213,2020-10-24T17:00:00
621,1,11,53.42,102.94,191,2020-10-24T18:00:00
569,6,11,54.02,96.66,201,2020-10-24T19:00:00
494,1,11,55.43,86.20,192,2020-10-24T20:00:00
475,3,11,56.44,79.43,205,2020-10-24T21:00:00
447,2,11,57.24,75.05,186,2020-10-24T22:00:00
422,6,11,57.55,72.09,180,2020-10-24T23:00:00
350,6,11,57.04,61.09,198,2020-10-25T00:00:00
202,6,11,59.06,42.84,207,2020-10-25T01:00:00
125,6,11,60.30,31.03,195,2020-10-25T02:00:00
88,6,11,62.85,27.69,188,2020-10-25T03:00:00
88,6,11,62.21,29.14,179,2020-10-25T04:00:00
228,6,11,58.19,40.71,197,2020-10-25T05:00:00
289,6,11,58.98,51.56,192,2020-10-25T06:00:00
377,6,11,60.58,65.29,194,2020-10-25T07:00:00
342,6,11,60.07,63.76,193,2020-10-25T08:00:00
353,4,11,60.31,64.73,187,2020-10-25T09:00:00
378,5,11,60.20,67.48,192,2020-10-25T10:00:00
373,2,11,59.78,68.48,226,2020-10-25T11:00:00
409,1,11,58.36,74.90,204,2020-10-25T12:00:00
457,1,11,56.68,82.76,206,2020-10-25T13:00:00
503,6,11,55.60,86.84,230,2020-10-25T14:00:00
491,6,11,55.96,89.55,211,2020-10-25T15:00:00
466,3,11,55.55,86.43,217,2020-10-25T16:00:00
445,2,11,56.12,84.07,211,2020-10-25T17:00:00
426,2,11,55.13,80.58,204,2020-10-25T18:00:00
409,3,11,56.37,77.90,208,2020-10-25T19:00:00
393,6,11,57.68,72.45,209,2020-10-25T20:00:00
413,3,11,59.13,75.75,208,2020-10-25T21:00:00
412,6,11,58.58,74.34,188,2020-10-25T22:00:00
376,6,11,60.79,68.76,207,2020-10-25T23:00:00
253,6,11,61.87,54.12,198,2020-10-26T00:00:00
191,6,11,64.20,43.73,193,2020-10-26T01:00:00
164,6,11,66.65,38.36,179,2020-10-26T02:00:00
150,6,11,70.29,33.78,184,2020-10-26T03:00:00
163,6,11,67.75,36.18,187,2020-10-26T04:00:00
316,6,11,61.54,60.44,191,2020-10-26T05:00:00
925,6,11,59.05,135.94,205,2020-10-26T06:00:00
1158,1,11,56.85,155.64,210,2020-10-26T07:00:00
917,1,11,54.36,131.69,214,2020-10-26T08:00:00
969,4,11,54.37,120.27,210,2020-10-26T09:00:00
1065,4,11,54.95,113.47,197,2020-10-26T10:00:00
997,1,11,54.51,116.99,199,2020-10-26T11:00:00
989,1,11,54.29,115.06,202,2020-10-26T12:00:00
1054,1,11,54.14,117.43,195,2020-10-26T13:00:00
1037,2,11,53.16,110.53,203,2020-10-26T14:00:00
817,1,11,52.81,100.47,198,2020-10-26T15:00:00
781,1,11,52.75,105.44,192,2020-10-26T16:00:00
646,2,11,52.39,93.59,202,2020-10-26T17:00:00
934,1,11,51.35,127.73,213,2020-10-26T18:00:00
909,6,11,52.51,129.40,189,2020-10-26T19:00:00
743,1,11,55.65,108.20,201,2020-10-26T20:00:00
321,5,11,57.31,56.41,225,2020-10-26T21:00:00
430,3,11,58.43,75.06,202,2020-10-26T22:00:00
469,5,11,59.53,74.78,200,2020-10-26T23:00:00
368,6,11,60.49,64.32,201,2020-10-27T00:00:00
236,6,11,62.79,48.45,200,2020-10-27T01:00:00
154,6,11,65.35,38.14,179,2020-10-27T02:00:00
171,1,11,66.28,35.68,191,2020-10-27T03:00:00
202,6,11,64.07,39.12,187,2020-10-27T04:00:00
35,6,11,71.41,15.68,164,2020-10-27T05:00:00
891,6,11,56.94,133.03,199,2020-10-27T06:00:00
1107,3,11,55.25,150.58,193,2020-10-27T07:00:00
837,1,11,52.91,125.35,202,2020-10-27T08:00:00
956,1,11,54.13,121.63,199,2020-10-27T09:00:00
1071,2,11,54.11,121.01,211,2020-10-27T10:00:00
1075,2,11,54.25,120.91,232,2020-10-27T11:00:00
1118,2,11,54.13,122.31,198,2020-10-27T12:00:00
1074,1,11,53.97,123.69,211,2020-10-27T13:00:00
1072,1,11,52.90,116.57,208,2020-10-27T14:00:00
854,1,11,52.48,106.42,209,2020-10-27T15:00:00
797,1,11,52.40,103.86,198,2020-10-27T16:00:00
739,1,11,52.25,101.64,208,2020-10-27T17:00:00
911,2,11,50.32,125.58,199,2020-10-27T18:00:00
827,1,11,52.13,123.51,203,2020-10-27T19:00:00
664,6,11,55.61,110.61,197,2020-10-27T20:00:00
611,6,11,57.30,101.29,190,2020-10-27T21:00:00
524,6,11,57.80,89.39,192,2020-10-27T22:00:00
463,6,11,58.84,79.49,197,2020-10-27T23:00:00
410,6,11,60.24,66.16,223,2020-10-28T00:00:00
118,6,11,66.99,31.76,196,2020-10-28T01:00:00
207,6,11,65.21,42.60,224,2020-10-28T02:00:00
166,6,11,67.57,37.35,181,2020-10-28T03:00:00
181,6,11,67.09,38.32,181,2020-10-28T04:00:00
74,6,11,68.09,25.03,181,2020-10-28T05:00:00
789,6,11,58.01,117.89,187,2020-10-28T06:00:00
1057,5,11,56.81,140.17,218,2020-10-28T07:00:00
976,2,11,55.59,128.97,197,2020-10-28T08:00:00
1063,1,11,55.60,121.07,199,2020-10-28T09:00:00
1088,1,11,54.57,120.31,198,2020-10-28T10:00:00
1125,1,11,53.62,122.43,222,2020-10-28T11:00:00
1276,6,11,53.40,137.29,191,2020-10-28T12:00:00
1042,1,11,52.04,138.01,186,2020-10-28T13:00:00
1046,1,11,51.80,130.92,194,2020-10-28T14:00:00
859,2,11,52.66,118.34,199,2020-10-28T15:00:00
976,2,11,53.75,122.21,200,2020-10-28T16:00:00
996,1,11,54.31,125.26,189,2020-10-28T17:00:00
936,5,11,53.15,124.80,194,2020-10-28T18:00:00
722,1,11,53.69,114.46,204,2020-10-28T19:00:00
629,1,11,56.46,97.26,195,2020-10-28T20:00:00
524,1,11,57.75,89.81,228,2020-10-28T21:00:00
438,6,11,59.01,78.66,184,2020-10-28T22:00:00
376,6,11,60.04,69.58,195,2020-10-28T23:00:00
293,6,11,61.14,60.01,203,2020-10-29T00:00:00
159,6,11,62.95,41.75,193,2020-10-29T01:00:00
143,6,11,65.83,33.98,202,2020-10-29T02:00:00
113,6,11,69.07,32.21,190,2020-10-29T03:00:00
152,6,11,66.45,33.22,179,2020-10-29T04:00:00
239,6,11,60.12,46.63,174,2020-10-29T05:00:00
485,6,11,58.49,78.10,178,2020-10-29T06:00:00
793,6,11,56.84,102.35,202,2020-10-29T07:00:00
806,2,11,54.89,102.36,181,2020-10-29T08:00:00
799,2,11,55.36,103.47,178,2020-10-29T09:00:00
788,3,11,55.72,99.60,185,2020-10-29T10:00:00
811,1,11,56.03,102.41,183,2020-10-29T11:00:00
768,2,11,56.20,103.25,193,2020-10-29T12:00:00
751,4,11,56.01,105.59,212,2020-10-29T13:00:00
732,1,11,55.55,104.59,188,2020-10-29T14:00:00
749,1,11,55.49,105.79,199,2020-10-29T15:00:00
664,3,11,56.05,101.85,199,2020-10-29T16:00:00
657,1,11,56.29,98.42,190,2020-10-29T17:00:00
646,3,11,55.74,99.81,210,2020-10-29T18:00:00
548,2,11,56.39,90.17,195,2020-10-29T19:00:00
437,6,11,56.83,82.33,180,2020-10-29T20:00:00
416,6,11,57.32,76.12,177,2020-10-29T21:00:00
390,6,11,58.42,72.88,187,2020-10-29T22:00:00
390,2,11,60.17,67.82,188,2020-10-29T23:00:00
261,6,11,60.88,56.21,194,2020-10-30T00:00:00
190,6,11,63.28,43.51,204,2020-10-30T01:00:00
159,6,11,67.60,36.09,209,2020-10-30T02:00:00
130,6,11,68.57,32.49,198,2020-10-30T03:00:00
162,2,11,66.52,36.11,213,2020-10-30T04:00:00
333,2,11,60.75,56.81,185,2020-10-30T05:00:00
826,6,11,58.63,119.67,174,2020-10-30T06:00:00
1119,6,11,57.43,149.66,209,2020-10-30T07:00:00
968,1,11,56.08,132.57,197,2020-10-30T08:00:00
1005,1,11,56.21,124.01,189,2020-10-30T09:00:00
1045,1,11,55.49,123.18,217,2020-10-30T10:00:00
959,1,11,54.51,115.80,229,2020-10-30T11:00:00
1031,1,11,52.94,117.36,228,2020-10-30T12:00:00
1001,1,11,52.57,115.17,194,2020-10-30T13:00:00
1018,1,11,51.62,115.93,186,2020-10-30T14:00:00
940,1,11,49.00,113.27,164,2020-10-30T15:00:00
796,1,11,49.29,108.05,165,2020-10-30T16:00:00
830,1,11,51.25,121.65,197,2020-10-30T17:00:00
949,1,11,50.26,135.75,184,2020-10-30T18:00:00
836,1,11,52.27,126.22,192,2020-10-30T19:00:00
664,1,11,54.64,109.60,200,2020-10-30T20:00:00
646,6,11,55.42,98.13,195,2020-10-30T21:00:00
499,6,11,56.41,85.36,179,2020-10-30T22:00:00
439,6,11,58.49,73.74,185,2020-10-30T23:00:00
314,6,11,59.80,64.08,196,2020-10-31T00:00:00
236,6,11,62.18,48.74,205,2020-10-31T01:00:00
177,6,11,64.61,39.56,180,2020-10-31T02:00:00
143,6,11,66.83,36.44,204,2020-10-31T03:00:00
183,6,11,66.51,37.00,190,2020-10-31T04:00:00
322,6,11,62.01,54.84,179,2020-10-31T05:00:00
629,6,11,59.29,89.45,176,2020-10-31T06:00:00
946,6,11,58.43,120.35,227,2020-10-31T07:00:00
992,2,11,57.32,123.40,201,2020-10-31T08:00:00
1030,1,11,56.84,117.89,220,2020-10-31T09:00:00
981,2,11,56.46,114.03,182,2020-10-31T10:00:00
1019,1,11,56.64,114.70,189,2020-10-31T11:00:00
965,1,11,55.82,120.09,195,2020-10-31T12:00:00
964,1,11,55.60,116.77,228,2020-10-31T13:00:00
943,1,11,54.36,112.70,188,2020-10-31T14:00:00
848,2,11,54.49,110.35,192,2020-10-31T15:00:00
701,1,11,54.36,107.49,187,2020-10-31T16:00:00
648,1,11,54.73,103.30,213,2020-10-31T17:00:00
632,1,11,54.71,100.02,197,2020-10-31T18:00:00
531,6,11,55.25,91.58,194,2020-10-31T19:00:00
441,6,11,56.88,84.51,229,2020-10-31T20:00:00
434,6,11,57.82,77.48,221,2020-10-31T21:00:00
393,6,11,57.90,73.15,189,2020-10-31T22:00:00
400,6,11,58.29,69.40,183,2020-10-31T23:00:00
303,6,11,59.36,58.32,166,2020-11-01T00:00:00
206,6,11,59.08,41.64,183,2020-11-01T01:00:00
123,6,11,61.46,31.00,174,2020-11-01T02:00:00
83,6,11,63.82,27.30,170,2020-11-01T03:00:00
102,6,11,65.81,27.54,169,2020-11-01T04:00:00
221,6,11,59.71,41.88,163,2020-11-01T05:00:00
262,6,11,60.93,50.36,205,2020-11-01T06:00:00
336,6,11,60.86,63.47,181,2020-11-01T07:00:00
343,6,11,61.16,60.04,186,2020-11-01T08:00:00
338,1,11,61.05,58.14,193,2020-11-01T09:00:00
321,1,11,59.91,60.71,202,2020-11-01T10:00:00
353,1,11,59.35,64.39,229,2020-11-01T11:00:00
405,1,11,58.77,71.01,186,2020-11-01T12:00:00
477,1,11,57.61,79.01,201,2020-11-01T13:00:00
467,1,11,56.97,79.93,193,2020-11-01T14:00:00
506,2,11,56.93,83.95,204,2020-11-01T15:00:00
458,1,11,56.58,82.80,196,2020-11-01T16:00:00
380,1,11,56.68,78.08,194,2020-11-01T17:00:00
430,1,11,56.05,81.71,200,2020-11-01T18:00:00
387,1,11,56.79,76.25,219,2020-11-01T19:00:00
378,6,11,57.46,75.75,206,2020-11-01T20:00:00
400,6,11,59.51,70.77,184,2020-11-01T21:00:00
362,2,11,60.17,69.89,197,2020-11-01T22:00:00
351,2,11,61.60,67.10,199,2020-11-01T23:00:00
264,5,11,62.13,56.51,208,2020-11-02T00:00:00
188,6,11,63.64,44.21,193,2020-11-02T01:00:00
146,6,11,67.59,33.97,192,2020-11-02T02:00:00
118,6,11,69.43,30.67,182,2020-11-02T03:00:00
150,2,11,68.95,35.42,192,2020-11-02T04:00:00
305,6,11,61.90,60.93,185,2020-11-02T05:00:00
952,1,11,58.88,133.94,207,2020-11-02T06:00:00
1122,1,11,56.72,155.40,198,2020-11-02T07:00:00
906,4,11,53.56,126.30,191,2020-11-02T08:00:00
900,1,11,54.40,115.97,199,2020-11-02T09:00:00
943,1,11,55.03,116.67,203,2020-11-02T10:00:00
1012,1,11,55.06,118.16,199,2020-11-02T11:00:00
1065,4,11,54.18,119.88,214,2020-11-02T12:00:00
928,1,11,54.42,111.46,193,2020-11-02T13:00:00
864,2,11,53.39,102.48,201,2020-11-02T14:00:00
887,1,11,53.11,105.98,189,2020-11-02T15:00:00
827,1,11,52.72,106.58,201,2020-11-02T16:00:00
813,4,11,52.38,114.10,214,2020-11-02T17:00:00
943,3,11,50.95,126.98,209,2020-11-02T18:00:00
828,4,11,51.76,120.36,200,2020-11-02T19:00:00
705,3,11,55.53,106.38,216,2020-11-02T20:00:00
660,3,11,57.71,94.69,211,2020-11-02T21:00:00
490,1,11,58.68,81.89,198,2020-11-02T22:00:00
419,6,11,60.33,74.65,188,2020-11-02T23:00:00
306,3,11,61.14,63.54,201,2020-11-03T00:00:00
221,6,11,63.67,44.89,189,2020-11-03T01:00:00
166,1,11,67.53,36.96,184,2020-11-03T02:00:00
148,6,11,68.97,33.47,172,2020-11-03T03:00:00
177,2,11,67.12,37.39,181,2020-11-03T04:00:00
359,2,11,61.04,61.82,185,2020-11-03T05:00:00
932,2,11,57.85,135.38,184,2020-11-03T06:00:00
1047,1,11,56.37,147.57,192,2020-11-03T07:00:00
705,3,11,53.68,109.83,198,2020-11-03T08:00:00
726,2,11,54.24,102.04,200,2020-11-03T09:00:00
908,3,11,55.11,108.50,185,2020-11-03T10:00:00
1153,3,11,54.15,121.03,195,2020-11-03T11:00:00
1135,4,11,53.76,120.82,224,2020-11-03T12:00:00
1152,1,11,54.28,120.30,208,2020-11-03T13:00:00
1117,1,11,53.49,112.10,190,2020-11-03T14:00:00
998,1,11,53.17,116.39,207,2020-11-03T15:00:00
843,1,11,53.04,115.07,207,2020-11-03T16:00:00
816,1,11,51.40,109.83,206,2020-11-03T17:00:00
947,2,11,49.37,136.03,189,2020-11-03T18:00:00
810,2,11,50.93,122.38,193,2020-11-03T19:00:00
701,6,11,54.07,105.60,195,2020-11-03T20:00:00
682,5,11,56.24,92.00,185,2020-11-03T21:00:00
508,6,11,56.99,83.19,184,2020-11-03T22:00:00
401,6,11,58.43,74.67,192,2020-11-03T23:00:00
305,6,11,60.21,62.23,200,2020-11-04T00:00:00
217,6,11,61.33,46.06,179,2020-11-04T01:00:00
180,6,11,66.03,37.84,185,2020-11-04T02:00:00
166,6,11,67.36,35.13,209,2020-11-04T03:00:00
196,6,11,65.90,39.82,190,2020-11-04T04:00:00
