max_number_of_vehicles,MINIMUM_SPEED,min_number_of_vehicles,AVERAGE_SPEED,avg_number_of_vehicles,MAXIMUM_SPEED,DATE
599,1,11,58.77,80.66,190,2021-01-16T08:00:00
651,1,11,58.24,87.92,189,2021-01-16T09:00:00
666,1,11,57.60,84.61,191,2021-01-16T10:00:00
620,1,11,57.85,85.44,197,2021-01-16T11:00:00
649,1,11,58.16,87.85,206,2021-01-16T12:00:00
705,1,11,57.32,93.32,216,2021-01-16T13:00:00
483,1,11,56.34,70.68,191,2021-01-16T14:00:00
392,1,11,57.00,63.86,172,2021-01-16T15:00:00
533,1,11,56.40,88.48,183,2021-01-16T16:00:00
536,1,11,55.78,83.94,184,2021-01-16T17:00:00
411,1,11,54.61,71.80,166,2021-01-16T18:00:00
276,1,11,54.82,58.14,158,2021-01-16T19:00:00
255,1,11,55.06,50.12,166,2021-01-16T20:00:00
232,1,11,55.18,45.66,165,2021-01-16T21:00:00
257,1,11,57.06,45.03,172,2021-01-16T22:00:00
307,1,11,57.51,48.66,155,2021-01-16T23:00:00
229,1,11,57.76,37.38,155,2021-01-17T00:00:00
114,1,11,62.67,27.13,150,2021-01-17T01:00:00
59,1,11,64.74,21.64,166,2021-01-17T02:00:00
45,1,11,66.03,18.98,148,2021-01-17T03:00:00
68,2,11,60.90,22.53,155,2021-01-17T04:00:00
194,1,11,53.86,34.81,143,2021-01-17T05:00:00
248,1,11,56.30,45.35,149,2021-01-17T06:00:00
330,1,11,57.82,57.80,149,2021-01-17T07:00:00
223,1,11,57.69,47.24,155,2021-01-17T08:00:00
201,1,11,58.43,40.32,163,2021-01-17T09:00:00
193,1,11,57.68,39.62,162,2021-01-17T10:00:00
184,1,11,58.77,40.10,186,2021-01-17T11:00:00
185,1,11,57.40,41.43,189,2021-01-17T12:00:00
285,1,11,57.11,49.72,160,2021-01-17T13:00:00
223,1,11,58.13,46.66,180,2021-01-17T14:00:00
183,1,11,59.88,34.08,173,2021-01-17T15:00:00
245,1,11,58.44,50.72,188,2021-01-17T16:00:00
207,1,11,59.08,46.07,175,2021-01-17T17:00:00
237,1,11,57.64,48.13,183,2021-01-17T18:00:00
181,1,11,58.12,44.14,167,2021-01-17T19:00:00
175,1,11,57.30,42.46,167,2021-01-17T20:00:00
237,1,11,56.10,46.88,165,2021-01-17T21:00:00
243,1,11,57.68,47.32,164,2021-01-17T22:00:00
298,1,11,59.64,48.93,163,2021-01-17T23:00:00
193,1,11,59.20,40.62,163,2021-01-18T00:00:00
130,1,11,64.21,34.30,157,2021-01-18T01:00:00
104,2,11,64.95,31.74,149,2021-01-18T02:00:00
99,1,11,67.17,29.06,154,2021-01-18T03:00:00
121,1,11,62.79,30.48,185,2021-01-18T04:00:00
323,1,11,55.47,63.27,163,2021-01-18T05:00:00
940,1,11,52.00,128.43,177,2021-01-18T06:00:00
946,1,11,47.60,138.32,157,2021-01-18T07:00:00
793,1,11,44.26,120.36,160,2021-01-18T08:00:00
788,1,11,43.80,111.84,172,2021-01-18T09:00:00
814,1,11,49.26,109.92,167,2021-01-18T10:00:00
900,1,11,52.25,112.73,185,2021-01-18T11:00:00
1007,1,11,53.52,118.10,190,2021-01-18T12:00:00
1016,1,11,53.47,120.22,190,2021-01-18T13:00:00
1075,1,11,53.22,119.92,178,2021-01-18T14:00:00
962,1,11,53.58,117.24,204,2021-01-18T15:00:00
873,1,11,52.89,116.14,185,2021-01-18T16:00:00
868,1,11,52.41,120.54,203,2021-01-18T17:00:00
801,1,11,51.23,118.73,178,2021-01-18T18:00:00
775,1,11,52.80,112.06,191,2021-01-18T19:00:00
579,1,11,54.55,91.11,174,2021-01-18T20:00:00
288,1,11,57.90,54.51,170,2021-01-18T21:00:00
231,1,11,58.84,48.31,161,2021-01-18T22:00:00
389,1,11,59.84,63.10,188,2021-01-18T23:00:00
269,1,11,59.69,52.57,169,2021-01-19T00:00:00
167,1,11,62.16,39.27,181,2021-01-19T01:00:00
128,1,11,64.22,33.30,169,2021-01-19T02:00:00
119,1,11,65.64,31.29,165,2021-01-19T03:00:00
153,1,11,62.51,33.45,168,2021-01-19T04:00:00
367,1,11,56.16,61.61,167,2021-01-19T05:00:00
965,1,11,55.09,132.00,190,2021-01-19T06:00:00
1038,1,11,53.20,148.63,171,2021-01-19T07:00:00
886,1,11,52.03,128.64,168,2021-01-19T08:00:00
873,1,11,51.80,106.59,180,2021-01-19T09:00:00
985,1,11,52.28,109.77,188,2021-01-19T10:00:00
1093,1,11,52.50,118.72,181,2021-01-19T11:00:00
1177,1,11,52.62,121.00,193,2021-01-19T12:00:00
1092,1,11,52.38,114.33,180,2021-01-19T13:00:00
921,1,11,51.42,105.40,227,2021-01-19T14:00:00
822,1,11,51.55,103.67,188,2021-01-19T15:00:00
757,1,11,51.91,96.56,187,2021-01-19T16:00:00
759,1,11,51.91,114.61,194,2021-01-19T17:00:00
777,1,11,50.43,108.26,186,2021-01-19T18:00:00
607,1,11,51.87,98.43,208,2021-01-19T19:00:00
589,1,11,54.24,96.41,206,2021-01-19T20:00:00
487,1,11,57.34,78.96,181,2021-01-19T21:00:00
401,1,11,59.24,69.76,183,2021-01-19T22:00:00
291,1,11,60.94,49.63,178,2021-01-19T23:00:00
216,1,11,60.55,42.04,174,2021-01-20T00:00:00
176,1,11,62.86,40.53,179,2021-01-20T01:00:00
144,1,11,66.59,34.36,171,2021-01-20T02:00:00
99,1,11,67.90,28.93,152,2021-01-20T03:00:00
145,1,11,63.14,33.93,163,2021-01-20T04:00:00
327,1,11,56.82,60.00,184,2021-01-20T05:00:00
877,1,11,56.15,117.27,185,2021-01-20T06:00:00
839,1,11,53.97,123.90,188,2021-01-20T07:00:00
777,1,11,52.22,108.17,179,2021-01-20T08:00:00
811,1,11,51.65,104.93,193,2021-01-20T09:00:00
879,1,11,52.20,104.61,182,2021-01-20T10:00:00
808,1,11,52.12,97.54,189,2021-01-20T11:00:00
874,1,11,52.00,102.67,199,2021-01-20T12:00:00
1209,1,11,52.20,127.06,176,2021-01-20T13:00:00
1308,1,11,51.67,134.01,191,2021-01-20T14:00:00
1351,1,11,51.96,128.62,200,2021-01-20T15:00:00
1007,1,11,52.29,135.76,213,2021-01-20T16:00:00
1000,1,11,51.54,140.38,212,2021-01-20T17:00:00
998,1,11,50.29,139.75,218,2021-01-20T18:00:00
869,1,11,51.97,133.49,210,2021-01-20T19:00:00
686,1,11,54.26,111.66,205,2021-01-20T20:00:00
577,1,11,57.30,87.59,185,2021-01-20T21:00:00
421,1,11,59.26,74.70,195,2021-01-20T22:00:00
52,1,11,70.85,20.08,175,2021-01-20T23:00:00
301,1,11,61.55,55.33,184,2021-01-21T00:00:00
198,1,11,64.14,42.74,179,2021-01-21T01:00:00
171,1,11,66.86,36.32,168,2021-01-21T02:00:00
148,1,11,69.40,34.91,175,2021-01-21T03:00:00
149,1,11,65.83,35.91,173,2021-01-21T04:00:00
379,1,11,58.00,64.98,185,2021-01-21T05:00:00
978,1,11,57.21,138.47,195,2021-01-21T06:00:00
1017,1,11,55.02,145.24,186,2021-01-21T07:00:00
948,1,11,53.72,131.75,195,2021-01-21T08:00:00
909,1,11,52.81,118.30,179,2021-01-21T09:00:00
1051,1,11,52.71,126.39,192,2021-01-21T10:00:00
1178,1,11,52.69,126.56,200,2021-01-21T11:00:00
1086,1,11,52.39,124.31,185,2021-01-21T12:00:00
1042,1,11,52.25,113.38,183,2021-01-21T13:00:00
920,1,11,51.59,110.57,218,2021-01-21T14:00:00
871,1,11,51.57,119.50,197,2021-01-21T15:00:00
878,1,11,51.55,127.02,205,2021-01-21T16:00:00
888,1,11,51.85,137.33,217,2021-01-21T17:00:00
803,1,11,50.15,125.92,205,2021-01-21T18:00:00
782,1,11,51.41,124.52,194,2021-01-21T19:00:00
589,1,11,53.60,107.36,187,2021-01-21T20:00:00
637,1,11,57.49,93.47,201,2021-01-21T21:00:00
412,1,11,59.30,73.59,197,2021-01-21T22:00:00
382,1,11,60.44,67.42,202,2021-01-21T23:00:00
316,1,11,61.20,56.88,183,2021-01-22T00:00:00
201,1,11,64.29,43.51,188,2021-01-22T01:00:00
152,1,11,66.29,36.41,174,2021-01-22T02:00:00
148,1,11,68.44,34.31,190,2021-01-22T03:00:00
163,1,11,64.98,38.27,184,2021-01-22T04:00:00
376,1,11,58.66,64.42,191,2021-01-22T05:00:00
1021,1,11,56.92,137.64,205,2021-01-22T06:00:00
1145,1,11,54.58,162.23,194,2021-01-22T07:00:00
1048,1,11,53.31,147.44,185,2021-01-22T08:00:00
1124,1,11,53.28,136.93,209,2021-01-22T09:00:00
1078,1,11,53.17,124.38,210,2021-01-22T10:00:00
1090,1,11,51.98,120.82,215,2021-01-22T11:00:00
1018,1,11,51.98,111.38,244,2021-01-22T12:00:00
995,1,11,52.45,115.85,207,2021-01-22T13:00:00
867,1,11,50.55,107.60,193,2021-01-22T14:00:00
759,1,11,49.76,103.61,214,2021-01-22T15:00:00
775,1,11,49.60,105.45,203,2021-01-22T16:00:00
610,1,11,48.66,98.21,229,2021-01-22T17:00:00
657,1,11,46.96,103.95,188,2021-01-22T18:00:00
624,1,11,48.80,105.08,189,2021-01-22T19:00:00
596,1,11,52.18,101.32,187,2021-01-22T20:00:00
591,1,11,55.84,99.47,207,2021-01-22T21:00:00
566,1,11,59.10,81.10,185,2021-01-22T22:00:00
36,3,11,60.84,14.80,148,2021-01-22T23:00:00
237,1,11,62.29,49.93,200,2021-01-23T00:00:00
197,1,11,64.70,42.20,196,2021-01-23T01:00:00
154,1,11,66.74,35.23,171,2021-01-23T02:00:00
113,1,11,70.38,31.80,166,2021-01-23T03:00:00
128,1,11,65.66,31.71,175,2021-01-23T04:00:00
269,1,11,59.28,45.60,192,2021-01-23T05:00:00
521,1,11,58.77,80.53,174,2021-01-23T06:00:00
651,1,11,58.38,94.71,198,2021-01-23T07:00:00
722,1,11,58.84,96.02,203,2021-01-23T08:00:00
794,1,11,58.38,95.86,200,2021-01-23T09:00:00
680,1,11,57.54,92.09,219,2021-01-23T10:00:00
688,1,11,57.03,88.93,193,2021-01-23T11:00:00
622,1,11,58.03,86.96,205,2021-01-23T12:00:00
685,1,11,57.69,91.94,198,2021-01-23T13:00:00
738,1,11,57.35,91.80,211,2021-01-23T14:00:00
648,1,11,57.96,88.86,220,2021-01-23T15:00:00
555,1,11,58.61,84.91,209,2021-01-23T16:00:00
500,1,11,59.35,85.41,200,2021-01-23T17:00:00
475,1,11,59.84,75.88,192,2021-01-23T18:00:00
369,1,11,59.65,64.46,194,2021-01-23T19:00:00
286,1,11,60.28,53.76,195,2021-01-23T20:00:00
282,1,11,60.16,48.83,196,2021-01-23T21:00:00
274,1,11,60.69,47.39,198,2021-01-23T22:00:00
45,2,11,70.74,16.38,189,2021-01-23T23:00:00
203,1,11,62.25,36.27,217,2021-01-24T00:00:00
306,1,11,61.50,55.90,182,2021-01-24T07:00:00
228,1,11,60.20,49.00,203,2021-01-24T08:00:00
213,1,11,59.26,44.16,182,2021-01-24T09:00:00
221,1,11,58.72,43.15,174,2021-01-24T10:00:00
206,1,11,58.85,42.66,177,2021-01-24T11:00:00
242,1,11,58.09,44.90,189,2021-01-24T12:00:00
293,1,11,59.28,53.08,206,2021-01-24T13:00:00
284,1,11,59.10,52.30,187,2021-01-24T14:00:00
326,1,11,59.71,58.11,199,2021-01-24T15:00:00
272,1,11,59.41,54.41,205,2021-01-24T16:00:00
279,1,11,60.84,53.22,206,2021-01-24T17:00:00
236,1,11,60.49,52.46,185,2021-01-24T18:00:00
224,1,11,60.31,49.93,202,2021-01-24T19:00:00
211,1,11,60.58,46.69,189,2021-01-24T20:00:00
276,1,11,60.14,51.55,207,2021-01-24T21:00:00
260,1,11,61.13,51.11,207,2021-01-24T22:00:00
299,1,11,62.20,52.98,194,2021-01-24T23:00:00
210,1,11,61.19,46.82,189,2021-01-25T00:00:00
157,1,11,66.60,37.21,190,2021-01-25T01:00:00
110,1,11,69.25,31.83,169,2021-01-25T02:00:00
109,1,11,70.06,29.90,181,2021-01-25T03:00:00
153,1,11,66.12,34.83,182,2021-01-25T04:00:00
407,1,11,60.70,68.14,189,2021-01-25T05:00:00
950,1,11,58.56,132.95,180,2021-01-25T06:00:00
729,1,11,53.81,110.07,188,2021-01-25T07:00:00
680,1,11,49.46,97.42,191,2021-01-25T08:00:00
951,1,11,50.52,104.84,197,2021-01-25T09:00:00
928,1,11,50.22,98.00,198,2021-01-25T10:00:00
866,1,11,49.51,99.47,188,2021-01-25T11:00:00
914,1,11,48.89,96.70,179,2021-01-25T12:00:00
746,1,11,47.58,94.46,179,2021-01-25T13:00:00
818,1,11,47.40,93.93,169,2021-01-25T14:00:00
681,1,11,47.41,93.10,170,2021-01-25T15:00:00
622,1,11,48.07,91.29,201,2021-01-25T16:00:00
626,1,11,48.61,102.06,185,2021-01-25T17:00:00
615,1,11,47.78,99.25,197,2021-01-25T18:00:00
728,1,11,49.86,112.19,188,2021-01-25T19:00:00
603,1,11,53.26,104.65,180,2021-01-25T20:00:00
636,1,11,56.67,90.15,187,2021-01-25T21:00:00
397,1,11,59.61,74.42,208,2021-01-25T22:00:00
46,1,11,70.87,16.51,171,2021-01-25T23:00:00
296,1,11,61.43,59.17,193,2021-01-26T00:00:00
228,1,11,64.31,47.14,181,2021-01-26T01:00:00
192,1,11,68.22,38.31,183,2021-01-26T02:00:00
153,1,11,69.38,37.04,190,2021-01-26T03:00:00
182,1,11,65.14,37.95,171,2021-01-26T04:00:00
388,1,11,59.12,67.33,180,2021-01-26T05:00:00
978,1,11,57.81,136.62,215,2021-01-26T06:00:00
428,1,11,54.27,71.66,193,2021-01-26T07:00:00
747,1,11,53.63,105.62,190,2021-01-26T08:00:00
797,1,11,52.74,107.76,201,2021-01-26T09:00:00
808,1,11,51.93,96.03,216,2021-01-26T10:00:00
791,1,11,50.99,93.03,180,2021-01-26T11:00:00
910,1,11,50.39,105.22,191,2021-01-26T12:00:00
801,1,11,49.31,97.93,183,2021-01-26T13:00:00
723,1,11,48.65,93.99,194,2021-01-26T14:00:00
672,1,11,48.31,93.56,181,2021-01-26T15:00:00
669,1,11,48.95,95.51,186,2021-01-26T16:00:00
620,1,11,48.61,96.46,178,2021-01-26T17:00:00
683,1,11,47.88,104.56,190,2021-01-26T18:00:00
771,1,11,50.05,111.13,187,2021-01-26T19:00:00
643,1,11,53.81,103.82,189,2021-01-26T20:00:00
621,1,11,57.16,87.90,195,2021-01-26T21:00:00
398,1,11,59.46,72.27,210,2021-01-26T22:00:00
15,3,11,46.25,13.50,131,2021-01-26T23:00:00
263,1,11,61.60,47.83,175,2021-01-27T00:00:00
197,1,11,64.38,42.32,190,2021-01-27T01:00:00
157,1,11,66.92,39.06,185,2021-01-27T02:00:00
131,1,11,67.65,35.28,180,2021-01-27T03:00:00
173,1,11,64.30,35.91,162,2021-01-27T04:00:00
393,1,11,57.28,66.70,162,2021-01-27T05:00:00
1000,1,11,55.41,137.16,189,2021-01-27T06:00:00
737,1,11,51.77,112.03,178,2021-01-27T07:00:00
608,1,11,48.66,93.82,169,2021-01-27T08:00:00
725,1,11,49.10,97.65,177,2021-01-27T09:00:00
756,1,11,49.26,96.56,171,2021-01-27T10:00:00
755,1,11,49.09,96.15,254,2021-01-27T11:00:00
685,1,11,49.40,98.77,161,2021-01-27T12:00:00
711,1,11,49.16,92.61,174,2021-01-27T13:00:00
510,1,11,48.73,70.72,162,2021-01-27T14:00:00
790,1,11,49.89,110.30,175,2021-01-27T15:00:00
713,1,11,49.96,107.09,197,2021-01-27T16:00:00
705,1,11,49.18,107.58,182,2021-01-27T17:00:00
665,1,11,47.57,110.99,183,2021-01-27T18:00:00
697,1,11,48.82,116.82,187,2021-01-27T19:00:00
642,1,11,51.67,105.10,174,2021-01-27T20:00:00
589,1,11,55.37,88.67,169,2021-01-27T21:00:00
395,1,11,57.67,72.49,183,2021-01-27T22:00:00
373,1,11,59.46,67.65,175,2021-01-27T23:00:00
293,1,11,59.14,55.07,163,2021-01-28T00:00:00
205,1,11,63.30,44.32,165,2021-01-28T01:00:00
144,1,11,66.18,35.60,164,2021-01-28T02:00:00
136,1,11,67.20,33.58,192,2021-01-28T03:00:00
166,1,11,63.92,35.35,176,2021-01-28T04:00:00
351,1,11,57.73,61.87,174,2021-01-28T05:00:00
980,1,11,56.59,136.71,171,2021-01-28T06:00:00
802,1,11,54.10,122.27,176,2021-01-28T07:00:00
742,1,11,53.61,106.64,183,2021-01-28T08:00:00
895,1,11,53.20,113.01,178,2021-01-28T09:00:00
964,1,11,53.50,108.84,186,2021-01-28T10:00:00
874,1,11,52.76,108.21,199,2021-01-28T11:00:00
913,1,11,52.27,107.62,190,2021-01-28T12:00:00
871,1,11,52.31,103.95,199,2021-01-28T13:00:00
872,1,11,51.49,95.87,188,2021-01-28T14:00:00
938,1,11,51.71,111.55,199,2021-01-28T15:00:00
714,1,11,51.67,106.88,231,2021-01-28T16:00:00
705,1,11,51.83,112.72,196,2021-01-28T17:00:00
668,1,11,50.29,107.42,206,2021-01-28T18:00:00
695,1,11,51.27,113.85,197,2021-01-28T19:00:00
588,1,11,54.62,102.29,213,2021-01-28T20:00:00
605,1,11,57.47,89.93,189,2021-01-28T21:00:00
419,1,11,60.05,74.07,206,2021-01-28T22:00:00
383,1,11,61.23,71.09,188,2021-01-28T23:00:00
323,1,11,62.34,56.88,201,2021-01-29T00:00:00
209,1,11,65.61,44.60,173,2021-01-29T01:00:00
182,1,11,67.60,38.68,186,2021-01-29T02:00:00
126,1,11,69.95,34.69,177,2021-01-29T03:00:00
181,1,11,65.68,36.59,177,2021-01-29T04:00:00
416,1,11,59.10,66.51,174,2021-01-29T05:00:00
954,1,11,57.35,134.48,182,2021-01-29T06:00:00
776,1,11,54.46,114.15,181,2021-01-29T07:00:00
696,1,11,53.03,95.62,228,2021-01-29T08:00:00
890,1,11,53.49,110.88,206,2021-01-29T09:00:00
833,1,11,52.39,106.22,191,2021-01-29T10:00:00
917,1,11,51.76,106.73,218,2021-01-29T11:00:00
861,1,11,52.17,111.01,201,2021-01-29T12:00:00
971,1,11,52.59,121.64,203,2021-01-29T13:00:00
884,1,11,51.23,108.07,187,2021-01-29T14:00:00
782,1,11,50.22,110.59,191,2021-01-29T15:00:00
762,1,11,50.20,105.00,208,2021-01-29T16:00:00
639,1,11,49.60,112.63,205,2021-01-29T17:00:00
744,1,11,48.73,119.07,203,2021-01-29T18:00:00
673,1,11,49.90,114.27,193,2021-01-29T19:00:00
654,1,11,52.74,111.69,188,2021-01-29T20:00:00
629,1,11,56.65,98.42,203,2021-01-29T21:00:00
514,1,11,58.69,83.69,190,2021-01-29T22:00:00
429,1,11,60.84,73.95,202,2021-01-29T23:00:00
297,1,11,61.45,58.03,192,2021-01-30T00:00:00
205,1,11,63.77,44.31,203,2021-01-30T01:00:00
141,2,11,67.45,34.86,189,2021-01-30T02:00:00
116,2,11,70.06,30.95,171,2021-01-30T03:00:00
134,1,11,66.76,32.07,183,2021-01-30T04:00:00
267,1,11,59.66,46.53,182,2021-01-30T05:00:00
518,1,11,59.05,84.34,176,2021-01-30T06:00:00
703,1,11,57.62,104.26,181,2021-01-30T07:00:00
834,1,11,57.56,102.74,180,2021-01-30T08:00:00
818,1,11,56.71,99.10,179,2021-01-30T09:00:00
695,1,11,56.12,93.01,167,2021-01-30T10:00:00
704,1,11,56.27,92.71,182,2021-01-30T11:00:00
688,1,11,56.31,94.13,186,2021-01-30T12:00:00
713,1,11,56.83,96.26,195,2021-01-30T13:00:00
664,1,11,57.51,96.74,199,2021-01-30T14:00:00
672,1,11,58.03,96.62,205,2021-01-30T15:00:00
554,1,11,58.66,90.08,182,2021-01-30T16:00:00
566,1,11,59.46,87.56,208,2021-01-30T17:00:00
460,1,11,59.18,75.67,193,2021-01-30T18:00:00
324,1,11,58.37,61.30,197,2021-01-30T19:00:00
246,1,11,59.71,52.35,187,2021-01-30T20:00:00
275,1,11,59.00,48.52,185,2021-01-30T21:00:00
275,1,11,59.82,46.85,184,2021-01-30T22:00:00
340,1,11,61.02,50.17,177,2021-01-30T23:00:00
229,1,11,61.64,38.62,198,2021-01-31T00:00:00
100,1,11,66.21,26.14,186,2021-01-31T01:00:00
51,1,11,69.77,20.48,165,2021-01-31T02:00:00
48,1,11,71.89,18.29,181,2021-01-31T03:00:00
57,2,11,66.65,21.27,162,2021-01-31T04:00:00
204,1,11,59.69,35.47,183,2021-01-31T05:00:00
257,1,11,62.16,46.13,182,2021-01-31T06:00:00
336,1,11,62.92,59.05,227,2021-01-31T07:00:00
249,1,11,61.20,51.06,244,2021-01-31T08:00:00
229,1,11,61.61,46.58,194,2021-01-31T09:00:00
236,1,11,59.64,42.93,204,2021-01-31T10:00:00
237,1,11,60.31,44.41,218,2021-01-31T11:00:00
235,1,11,61.13,46.32,218,2021-01-31T12:00:00
305,1,11,59.98,54.43,231,2021-01-31T13:00:00
300,1,11,60.30,54.47,198,2021-01-31T14:00:00
345,1,11,60.48,61.55,213,2021-01-31T15:00:00
313,1,11,60.14,57.96,207,2021-01-31T16:00:00
294,1,11,61.14,54.92,210,2021-01-31T17:00:00
257,1,11,60.31,52.54,224,2021-01-31T18:00:00
212,1,11,60.49,47.77,189,2021-01-31T19:00:00
234,1,11,61.53,46.68,205,2021-01-31T20:00:00
220,1,11,61.09,50.65,216,2021-01-31T21:00:00
266,1,11,61.51,50.15,203,2021-01-31T22:00:00
288,1,11,63.45,52.18,198,2021-01-31T23:00:00
209,1,11,61.57,44.35,196,2021-02-01T00:00:00
175,1,11,67.80,39.22,181,2021-02-01T01:00:00
138,1,11,69.61,35.04,179,2021-02-01T02:00:00
118,1,11,70.05,32.64,185,2021-02-01T03:00:00
159,1,11,67.28,33.53,191,2021-02-01T04:00:00
376,1,11,61.28,68.12,187,2021-02-01T05:00:00
933,1,11,59.37,131.16,198,2021-02-01T06:00:00
830,1,11,55.81,126.18,192,2021-02-01T07:00:00
822,1,11,53.89,113.71,205,2021-02-01T08:00:00
1002,1,11,53.42,119.07,213,2021-02-01T09:00:00
845,1,11,52.58,99.73,202,2021-02-01T10:00:00
869,1,11,51.72,105.45,195,2021-02-01T11:00:00
1047,1,11,51.87,119.17,200,2021-02-01T12:00:00
1051,1,11,51.79,119.28,208,2021-02-01T13:00:00
1096,1,11,51.56,122.86,202,2021-02-01T14:00:00
999,1,11,51.41,122.78,210,2021-02-01T15:00:00
881,1,11,51.67,123.15,205,2021-02-01T16:00:00
786,1,11,50.92,125.19,216,2021-02-01T17:00:00
793,1,11,49.32,119.00,197,2021-02-01T18:00:00
786,1,11,51.04,121.80,222,2021-02-01T19:00:00
627,1,11,54.16,107.74,211,2021-02-01T20:00:00
618,1,11,57.16,89.61,196,2021-02-01T21:00:00
381,1,11,60.46,70.90,199,2021-02-01T22:00:00
361,1,11,61.22,65.70,188,2021-02-01T23:00:00
286,1,11,59.50,54.31,211,2021-02-02T00:00:00
223,1,11,62.24,44.68,180,2021-02-02T01:00:00
153,1,11,64.84,35.75,164,2021-02-02T02:00:00
148,1,11,65.49,34.14,156,2021-02-02T03:00:00
166,1,11,62.96,36.37,173,2021-02-02T04:00:00
381,1,11,58.25,66.04,193,2021-02-02T05:00:00
1029,1,11,57.23,144.60,188,2021-02-02T06:00:00
1139,1,11,54.92,163.26,198,2021-02-02T07:00:00
1090,1,11,54.19,144.54,193,2021-02-02T08:00:00
1121,1,11,53.66,135.26,206,2021-02-02T09:00:00
1131,1,11,52.88,123.10,223,2021-02-02T10:00:00
1008,1,11,52.63,112.77,186,2021-02-02T11:00:00
1008,1,11,52.59,115.40,203,2021-02-02T12:00:00
1038,1,11,52.37,124.13,199,2021-02-02T13:00:00
990,1,11,51.59,118.48,213,2021-02-02T14:00:00
901,1,11,51.99,118.24,200,2021-02-02T15:00:00
830,1,11,52.07,120.92,200,2021-02-02T16:00:00
834,1,11,51.46,127.39,206,2021-02-02T17:00:00
829,1,11,50.88,123.66,191,2021-02-02T18:00:00
744,1,11,51.76,125.70,200,2021-02-02T19:00:00
648,1,11,54.92,105.78,230,2021-02-02T20:00:00
558,1,11,57.44,86.75,191,2021-02-02T21:00:00
390,1,11,60.42,70.75,197,2021-02-02T22:00:00
376,1,11,61.90,68.13,188,2021-02-02T23:00:00
314,1,11,62.34,56.31,188,2021-02-03T00:00:00
224,1,11,64.26,44.27,187,2021-02-03T01:00:00
159,1,11,68.13,38.40,180,2021-02-03T02:00:00
93,1,11,73.37,25.11,181,2021-02-03T03:00:00
137,1,11,59.05,34.39,183,2021-02-03T05:00:00
1011,1,11,58.03,140.97,193,2021-02-03T06:00:00
873,1,11,55.57,127.48,203,2021-02-03T07:00:00
820,1,11,54.74,119.14,195,2021-02-03T08:00:00
916,1,11,54.30,116.74,197,2021-02-03T09:00:00
976,1,11,53.40,109.50,200,2021-02-03T10:00:00
953,1,11,52.99,108.18,201,2021-02-03T11:00:00
907,1,11,52.86,110.28,214,2021-02-03T12:00:00
125,1,11,42.12,23.82,176,2021-02-03T13:00:00
558,1,11,51.21,74.24,209,2021-02-03T14:00:00
772,1,11,51.33,107.26,212,2021-02-03T15:00:00
807,1,11,51.84,119.25,209,2021-02-03T16:00:00
723,1,11,51.49,113.86,214,2021-02-03T17:00:00
817,1,11,50.08,123.35,204,2021-02-03T18:00:00
755,1,11,50.72,126.13,215,2021-02-03T19:00:00
657,1,11,54.19,108.77,190,2021-02-03T20:00:00
726,1,11,57.45,95.36,197,2021-02-03T21:00:00
454,1,11,59.77,76.53,196,2021-02-03T22:00:00
362,1,11,61.57,69.98,203,2021-02-03T23:00:00
293,1,11,62.14,55.72,203,2021-02-04T00:00:00
229,1,11,63.69,45.56,180,2021-02-04T01:00:00
191,1,11,67.58,37.06,181,2021-02-04T02:00:00
131,1,11,67.63,33.71,174,2021-02-04T03:00:00
163,1,11,65.75,35.75,180,2021-02-04T04:00:00
110,1,11,61.35,27.09,169,2021-02-04T05:00:00
882,1,11,57.29,121.55,188,2021-02-04T06:00:00
854,1,11,54.47,126.60,194,2021-02-04T07:00:00
821,1,11,53.43,117.81,193,2021-02-04T08:00:00
990,1,11,53.14,124.30,197,2021-02-04T09:00:00
1048,1,11,52.92,112.95,214,2021-02-04T10:00:00
891,1,11,52.62,104.27,207,2021-02-04T11:00:00
841,1,11,52.50,106.27,197,2021-02-04T12:00:00
848,1,11,51.79,111.75,211,2021-02-04T13:00:00
611,1,11,50.19,86.44,225,2021-02-04T14:00:00
858,1,11,51.01,112.09,189,2021-02-04T15:00:00
802,1,11,51.61,114.81,216,2021-02-04T16:00:00
781,1,11,51.00,122.36,210,2021-02-04T17:00:00
794,1,11,50.00,130.51,208,2021-02-04T18:00:00
722,1,11,50.86,117.14,198,2021-02-04T19:00:00
668,1,11,53.87,115.19,196,2021-02-04T20:00:00
632,1,11,56.82,96.81,214,2021-02-04T21:00:00
495,1,11,60.03,76.88,202,2021-02-04T22:00:00
381,1,11,61.60,69.77,212,2021-02-04T23:00:00
347,1,11,61.90,60.67,193,2021-02-05T00:00:00
212,1,11,65.43,46.62,191,2021-02-05T01:00:00
183,1,11,68.82,39.95,177,2021-02-05T02:00:00
152,1,11,68.46,36.30,183,2021-02-05T03:00:00
183,1,11,64.34,38.84,173,2021-02-05T04:00:00
405,1,11,58.34,66.62,173,2021-02-05T05:00:00
895,1,11,56.97,125.18,170,2021-02-05T06:00:00
864,1,11,53.84,126.02,189,2021-02-05T07:00:00
282,1,11,50.83,48.99,181,2021-02-05T08:00:00
1103,1,11,52.46,130.34,206,2021-02-05T09:00:00
1064,1,11,52.73,119.96,220,2021-02-05T10:00:00
937,1,11,52.17,105.51,230,2021-02-05T11:00:00
819,1,11,51.29,102.13,197,2021-02-05T12:00:00
