max_number_of_vehicles,minimum_speed,min_number_of_vehicles,average_speed,avg_number_of_vehicles,maximum_speed,date,average_felt_temperature,average_road_temperature,minimum_felt_temperature,minimum_precipitation,maximum_humidity,maximum_felt_temperature,maximum_precipitation,maximum_temperature,average_humidity,average_wind,average_directionofwind,minimum_temperature,average_temperature,maximum_road_temperature,minimum_humidity,minimum_directionofwind,minimum_wind,maximum_directionofwind,minimum_road_temperature,maximum_wind,average_precipitation
724,3,11,51.17,99.26,204,2020-02-26 15:00:00,16.87,18.08,11.24,0.0,100.0,20.11,60.0,19.21,50.15,3.04,212.34,14.13,16.58,23.1,33.02,1.0,0.0,355.0,14.3,8.79,1.94
647,4,11,50.83,99.65,188,2020-02-26 16:00:00,16.48,16.6,9.81,0.0,100.0,20.0,133.3,18.56,52.73,3.31,211.31,12.24,16.32,19.7,35.72,0.0,0.0,353.0,13.3,9.19,1.88
601,3,11,50.64,102.74,235,2020-02-26 17:00:00,16.3,15.71,11.41,0.0,100.0,19.7,60.0,18.4,54.33,3.7,224.1,11.42,16.17,19.7,36.29,0.0,0.0,354.0,12.6,14.99,1.83
643,5,11,49.61,113.54,193,2020-02-26 18:00:00,16.22,14.96,11.43,0.0,100.0,19.34,60.0,18.3,52.88,4.61,228.43,13.39,16.32,17.9,36.54,1.0,0.0,354.0,12.1,15.98,1.12
769,5,11,51.17,120.5,198,2020-02-26 19:00:00,15.99,14.48,11.49,0.0,100.0,19.97,60.0,17.99,52.8,5.35,227.12,13.04,16.28,17.7,37.13,2.0,0.0,355.0,12.0,15.76,1.46
722,6,11,53.96,115.41,181,2020-02-26 20:00:00,15.38,14.02,11.44,0.0,100.0,18.91,60.0,17.95,55.82,5.25,228.51,13.25,15.75,16.3,40.22,2.0,0.0,354.0,11.9,16.7,1.1
707,6,11,55.37,106.66,190,2020-02-26 21:00:00,14.91,13.52,11.02,0.0,100.0,18.4,60.0,17.64,58.37,5.39,220.84,13.19,15.4,15.8,42.34,0.0,0.0,353.0,11.6,16.17,1.16
554,6,11,56.59,95.1,177,2020-02-26 22:00:00,14.99,13.25,11.27,0.0,100.0,18.9,60.0,17.79,59.28,5.61,222.7,13.39,15.5,15.2,45.36,1.0,0.0,352.0,11.5,18.72,0.41
447,6,11,58.45,85.2,192,2020-02-26 23:00:00,14.76,13.01,11.27,0.0,100.0,18.02,133.3,17.72,61.36,6.0,211.16,13.39,15.4,15.1,45.87,0.0,0.0,354.0,11.4,18.61,0.21
355,4,11,59.25,70.34,192,2020-02-27 00:00:00,14.49,12.77,10.24,0.0,100.0,18.53,0.52,17.41,62.94,5.59,207.52,12.45,15.08,14.9,46.4,1.0,0.0,353.0,11.2,16.56,0.03
284,6,11,60.7,52.32,203,2020-02-27 01:00:00,14.19,12.51,9.97,0.0,100.0,17.9,0.62,17.2,63.22,5.27,209.23,12.34,14.78,14.6,46.93,4.0,0.0,354.0,10.9,18.22,0.03
192,6,11,63.89,41.3,176,2020-02-27 02:00:00,14.06,12.1,9.64,0.0,100.0,18.03,60.0,16.85,62.84,4.69,211.38,12.11,14.55,14.2,43.78,2.0,0.0,355.0,10.5,18.39,0.41
189,6,11,64.56,38.19,180,2020-02-27 03:00:00,14.14,11.96,9.3,0.0,100.0,18.1,60.0,17.19,60.69,5.01,207.45,11.73,14.66,14.0,40.6,4.0,0.0,354.0,10.2,14.93,1.51
218,6,11,64.98,42.66,183,2020-02-27 04:00:00,13.99,12.2,9.53,0.0,100.0,17.78,0.6,16.63,60.82,5.0,200.13,12.04,14.52,14.5,41.41,44.0,0.0,354.0,9.7,13.13,0.03
404,6,11,59.31,73.0,179,2020-02-27 05:00:00,14.52,13.09,9.77,0.0,100.0,18.56,0.55,17.63,58.12,5.41,201.35,12.4,15.08,16.2,41.54,2.0,0.0,351.0,9.8,15.41,0.03
1017,6,11,56.62,152.06,180,2020-02-27 06:00:00,15.3,15.33,11.02,0.0,100.0,19.18,60.0,18.25,55.98,6.0,203.8,13.46,15.82,19.5,38.43,4.0,0.0,352.0,11.9,18.73,0.71
935,3,11,53.86,145.27,217,2020-02-27 07:00:00,15.74,17.56,12.2,0.0,100.0,19.91,60.0,18.79,55.22,6.38,193.76,13.49,16.27,23.1,39.81,2.0,0.0,352.0,14.5,17.4,0.95
705,4,11,51.02,109.92,195,2020-02-27 08:00:00,16.33,19.15,12.65,0.0,100.0,20.17,60.0,18.97,54.14,6.35,193.38,13.83,16.72,23.4,39.1,5.0,0.0,354.0,15.5,17.76,0.88
823,6,11,52.36,114.43,217,2020-02-27 09:00:00,17.37,21.67,13.59,0.0,100.0,21.88,60.0,20.58,52.0,6.26,195.7,15.4,17.54,33.6,37.83,12.0,0.0,349.0,16.3,18.99,1.96
968,1,11,53.35,124.46,199,2020-02-27 10:00:00,17.95,23.17,13.33,0.0,100.0,22.29,60.0,20.57,52.07,5.82,205.44,14.83,17.96,33.3,35.26,1.0,0.0,354.0,16.9,17.26,1.64
970,1,11,53.28,124.99,201,2020-02-27 11:00:00,18.23,23.89,13.57,0.0,100.0,22.4,60.0,21.04,51.2,6.18,204.21,15.31,18.23,29.8,36.2,1.0,0.0,348.0,18.4,20.83,1.49
919,1,11,52.84,123.46,220,2020-02-27 12:00:00,18.11,23.32,11.62,0.0,100.0,22.8,60.0,21.12,52.44,6.14,207.66,13.85,18.15,30.5,37.56,2.0,0.0,353.0,14.2,19.12,1.15
991,4,11,52.83,118.28,204,2020-02-27 13:00:00,17.45,20.81,11.13,0.0,100.0,21.42,60.0,20.06,56.04,5.53,208.67,13.11,17.55,26.3,38.03,1.0,0.0,353.0,13.5,17.78,1.9
917,1,11,52.42,118.73,185,2020-02-27 14:00:00,16.98,19.38,6.48,0.0,100.0,21.59,133.3,20.35,57.1,5.38,217.34,12.71,17.22,22.5,40.6,0.0,0.0,353.0,13.0,14.53,2.56
826,2,11,51.03,112.82,198,2020-02-27 15:00:00,15.92,17.32,8.09,0.0,100.0,20.94,60.0,19.78,61.31,4.75,220.53,10.96,16.14,22.6,42.24,1.0,0.0,355.0,11.5,15.5,1.67
678,3,11,50.69,106.75,204,2020-02-27 16:00:00,12.6,14.73,4.94,0.0,100.0,20.66,60.0,19.06,75.8,4.89,242.46,8.38,13.48,22.1,45.7,1.0,0.0,354.0,9.9,16.85,2.99
457,3,11,49.57,84.13,192,2020-02-27 17:00:00,8.04,12.02,3.78,0.0,100.0,14.64,60.0,14.96,89.83,4.93,263.93,6.72,9.64,17.6,63.88,1.0,0.0,355.0,8.9,13.17,3.02
705,3,11,48.32,113.13,205,2020-02-27 18:00:00,6.79,10.5,3.02,0.0,100.0,10.84,133.3,9.84,92.21,3.25,264.14,5.84,7.95,13.3,80.9,1.0,0.0,354.0,8.2,11.49,2.52
816,6,11,47.86,132.51,185,2020-02-27 19:00:00,6.77,9.78,2.56,0.0,100.0,10.84,60.0,9.37,92.77,2.44,199.71,5.42,7.52,12.0,80.2,1.0,0.0,355.0,8.2,7.65,1.92
684,5,11,50.38,118.63,160,2020-02-27 20:00:00,6.98,9.42,2.0,0.0,100.0,10.85,60.0,9.57,93.63,2.35,185.43,5.29,7.63,11.8,85.2,6.0,0.0,352.0,8.0,6.53,2.78
666,2,11,52.35,106.91,158,2020-02-27 21:00:00,7.42,9.1,2.44,0.0,100.0,11.55,60.0,10.25,93.01,2.33,185.62,5.35,8.0,14.8,79.85,13.0,0.0,354.0,7.7,7.74,3.02
535,6,11,54.46,89.45,177,2020-02-27 22:00:00,8.09,8.75,2.3,0.0,100.0,12.05,60.0,10.51,91.07,1.96,214.91,5.35,8.34,10.4,78.03,0.0,0.0,355.0,6.6,7.09,1.77
396,6,11,56.81,79.12,185,2020-02-27 23:00:00,8.02,8.4,3.22,0.0,100.0,13.51,60.0,10.44,91.16,1.81,238.99,5.56,8.21,10.5,77.66,1.0,0.0,355.0,6.6,6.18,0.87
377,6,11,58.66,68.32,172,2020-02-28 00:00:00,7.32,8.04,2.97,0.0,100.0,11.96,60.0,10.3,90.22,1.7,228.16,5.01,7.55,10.5,74.82,0.0,0.0,358.0,5.5,5.04,1.07
274,6,11,61.31,50.84,191,2020-02-28 01:00:00,7.13,7.65,3.4,0.0,100.0,12.87,20.0,9.43,88.08,1.12,194.26,4.47,6.94,9.8,68.05,0.0,0.0,359.0,5.1,4.93,0.09
186,6,11,64.43,41.93,208,2020-02-28 02:00:00,7.1,7.59,3.4,0.0,100.0,13.64,2.97,9.02,87.92,0.8,170.38,4.23,6.65,9.3,68.88,0.0,0.0,355.0,4.8,4.08,0.11
172,6,11,65.14,36.76,183,2020-02-28 03:00:00,7.01,7.53,3.18,0.0,100.0,13.0,133.3,9.09,86.7,0.9,171.45,3.48,6.59,9.8,64.18,0.0,0.0,355.0,5.2,3.34,0.49
237,6,11,65.04,44.93,186,2020-02-28 04:00:00,7.17,7.72,3.56,0.0,100.0,13.41,60.0,9.51,82.79,0.95,147.85,3.56,6.77,10.2,59.14,0.0,0.0,354.0,5.5,4.05,1.32
421,6,11,59.06,75.15,193,2020-02-28 05:00:00,7.63,8.33,3.56,0.0,100.0,14.29,23.22,9.78,81.9,0.87,144.55,3.56,7.03,11.5,55.02,0.0,0.0,357.0,5.5,4.37,0.35
1005,6,11,56.66,153.37,187,2020-02-28 06:00:00,8.33,10.01,5.32,0.0,100.0,12.45,60.0,10.64,75.19,1.14,108.33,5.32,7.95,14.1,51.96,0.0,0.0,355.0,6.4,4.53,1.24
901,6,11,53.39,149.34,195,2020-02-28 07:00:00,8.77,12.56,6.03,0.0,100.0,13.82,60.0,11.23,67.43,1.67,104.64,6.64,8.78,15.9,50.2,0.0,0.0,353.0,9.3,4.74,0.79
764,6,11,50.91,112.32,197,2020-02-28 08:00:00,9.59,16.13,5.96,0.0,100.0,14.74,60.0,12.41,63.15,2.1,113.97,7.28,9.84,21.9,48.84,1.0,0.0,354.0,12.7,6.01,0.13
821,5,11,53.39,116.8,203,2020-02-28 09:00:00,10.58,18.27,6.22,0.0,100.0,15.5,60.0,14.1,63.59,2.14,148.18,7.72,10.71,23.8,48.5,6.0,0.0,352.0,7.7,6.13,1.05
885,1,11,54.04,120.73,198,2020-02-28 10:00:00,11.09,19.12,6.09,0.0,100.0,15.72,60.0,14.03,65.28,2.28,179.32,7.52,11.21,30.0,51.36,0.0,0.0,353.0,14.7,6.61,1.47
932,3,11,54.04,123.29,189,2020-02-28 11:00:00,11.99,21.3,6.74,0.0,100.0,16.81,60.0,15.07,63.17,2.56,205.03,8.13,12.13,33.0,47.84,2.0,0.0,354.0,15.1,7.8,1.8
940,3,11,53.81,123.11,188,2020-02-28 12:00:00,12.07,20.9,5.86,0.0,100.0,16.62,60.0,14.89,63.79,2.72,233.25,7.25,12.27,36.5,49.94,0.0,0.0,355.0,15.9,8.06,1.57
1024,1,11,55.57,125.5,189,2020-02-28 13:00:00,12.14,18.76,6.04,0.0,100.0,16.23,60.0,14.7,62.64,2.39,238.92,7.32,12.18,24.3,50.6,0.0,0.0,355.0,14.8,6.29,1.72
676,3,11,53.09,102.96,191,2020-02-28 14:00:00,11.96,16.73,5.7,0.0,100.0,15.78,60.0,14.16,63.18,2.03,235.43,7.11,11.82,19.7,50.55,0.0,0.0,355.0,12.8,5.41,2.03
799,2,11,51.56,109.79,194,2020-02-28 15:00:00,11.37,14.62,5.66,0.0,99.9,14.9,60.0,13.72,64.51,1.51,221.96,6.1,11.04,20.6,48.9,1.0,0.0,355.0,11.1,4.69,2.31
635,1,11,50.98,100.39,208,2020-02-28 16:00:00,10.69,13.15,5.89,0.0,99.9,14.4,60.0,12.83,68.23,1.22,205.15,5.9,10.25,17.4,47.0,0.0,0.0,355.0,10.4,3.65,2.63
602,1,11,50.53,101.54,195,2020-02-28 17:00:00,10.31,12.4,4.77,0.0,100.0,13.69,60.0,12.27,71.17,1.24,183.08,5.22,9.9,15.7,49.02,1.0,0.0,354.0,9.8,4.43,2.85
754,5,11,50.48,128.44,195,2020-02-28 18:00:00,9.85,11.69,5.28,0.0,100.0,13.53,60.0,11.8,73.35,1.44,159.56,5.29,9.6,14.7,55.0,2.0,0.0,354.0,9.1,4.07,1.75
780,2,11,50.89,135.06,188,2020-02-28 19:00:00,9.65,11.22,0.09,0.0,100.0,13.7,60.0,11.87,74.32,1.26,150.26,6.37,9.48,13.6,54.12,1.0,0.0,351.0,8.8,3.69,2.79
725,6,11,53.97,122.29,217,2020-02-28 20:00:00,9.83,10.98,6.44,0.0,100.0,15.29,60.0,11.55,74.09,0.95,151.62,6.44,9.31,13.3,55.34,0.0,0.0,355.0,8.8,3.0,2.95
671,6,11,55.84,106.89,184,2020-02-28 21:00:00,9.69,10.69,5.55,0.0,100.0,13.78,60.0,11.54,74.09,1.0,137.97,6.23,9.2,12.9,57.17,0.0,0.0,355.0,8.6,3.27,2.67
547,6,11,56.59,93.49,194,2020-02-28 22:00:00,9.61,10.36,6.1,0.0,100.0,13.7,60.0,11.61,74.56,1.09,136.66,6.1,9.11,12.7,59.27,0.0,0.0,354.0,8.6,3.56,1.28
525,6,11,57.77,91.1,198,2020-02-28 23:00:00,9.05,10.01,4.06,0.0,100.0,13.98,60.0,11.61,77.61,1.37,157.14,5.63,8.8,12.8,56.8,0.0,0.0,357.0,7.5,6.06,1.1
409,5,11,58.77,76.66,193,2020-02-29 00:00:00,7.45,9.42,1.26,0.0,100.0,13.13,60.0,11.2,84.05,2.56,186.89,5.15,8.1,13.7,57.78,0.0,0.0,355.0,6.8,8.83,1.09
274,6,11,60.59,55.55,218,2020-02-29 01:00:00,5.72,8.8,0.94,0.0,100.0,11.45,60.0,10.63,92.54,3.25,219.92,4.88,7.04,13.4,68.88,0.0,0.0,357.0,6.4,9.82,0.9
183,6,11,61.76,42.49,210,2020-02-29 02:00:00,4.64,8.11,-0.11,0.0,100.0,10.91,60.0,8.76,95.42,3.87,215.93,4.2,6.45,10.4,70.29,0.0,0.0,359.0,5.8,11.57,1.95
185,6,11,63.75,39.91,200,2020-02-29 03:00:00,4.11,7.73,-0.67,0.0,100.0,9.21,60.0,8.14,96.34,4.26,208.48,3.96,6.1,10.5,86.1,0.0,0.0,359.0,5.5,10.05,0.26
213,6,11,63.7,43.38,177,2020-02-29 04:00:00,3.94,7.43,-0.24,0.0,100.0,9.29,1.0,7.98,96.62,4.38,201.63,3.9,6.03,9.4,87.6,0.0,0.31,359.0,5.5,11.89,0.19
375,6,11,58.0,63.01,158,2020-02-29 05:00:00,4.4,7.51,0.22,0.0,100.0,9.86,60.0,8.16,96.96,4.13,180.41,4.31,6.33,9.9,87.5,0.0,0.35,359.0,5.7,12.09,0.54
622,5,11,56.12,93.88,171,2020-02-29 06:00:00,5.04,7.91,0.48,0.0,100.0,9.71,60.0,8.51,96.21,4.01,185.83,4.95,6.83,10.0,84.9,0.0,0.0,357.0,5.9,11.57,2.0
929,6,11,55.0,123.86,170,2020-02-29 07:00:00,5.13,8.32,0.96,0.0,100.0,10.08,60.0,8.7,96.21,4.17,186.59,5.09,6.93,11.0,85.1,1.0,0.0,355.0,6.3,10.47,1.03
983,6,11,53.67,121.76,180,2020-02-29 08:00:00,5.23,9.06,1.41,0.0,100.0,10.24,146.7,9.2,96.33,4.16,193.11,5.27,7.02,11.6,82.9,0.0,0.0,359.0,6.7,9.69,0.45
940,6,11,53.03,121.36,181,2020-02-29 09:00:00,5.75,10.64,1.58,0.0,100.0,11.1,60.0,10.4,95.24,4.08,198.97,5.38,7.46,17.6,78.2,0.0,0.0,358.0,7.1,9.71,1.87
815,2,11,52.39,106.45,173,2020-02-29 10:00:00,6.48,12.38,1.92,0.0,100.0,12.69,133.3,11.93,91.68,3.96,193.71,5.44,8.05,19.2,70.58,0.0,0.0,360.0,7.8,10.61,2.04
913,6,11,51.91,111.61,190,2020-02-29 11:00:00,6.73,13.1,2.34,0.0,100.0,13.29,60.0,11.89,88.89,4.02,160.43,5.92,8.3,20.9,67.27,0.0,0.0,359.0,8.3,11.46,1.23
917,6,11,51.0,107.48,194,2020-02-29 12:00:00,7.06,13.34,2.66,0.0,100.0,13.59,60.0,12.21,87.13,3.94,148.94,6.12,8.51,24.0,65.44,0.0,0.0,359.0,8.3,10.62,0.99
789,2,11,51.4,114.21,182,2020-02-29 13:00:00,6.94,12.29,2.55,0.0,100.0,11.81,60.0,10.78,86.77,3.81,146.97,6.26,8.37,15.8,66.56,0.0,0.0,359.0,8.4,13.17,2.2
800,3,11,51.88,111.96,212,2020-02-29 14:00:00,6.71,11.22,2.79,0.0,100.0,11.57,60.0,10.45,86.21,3.58,149.2,6.17,8.06,14.1,69.09,0.0,0.0,358.0,8.0,9.12,2.7
705,2,11,52.33,106.53,186,2020-02-29 15:00:00,6.45,9.97,2.43,0.0,100.0,11.81,60.0,9.68,87.76,3.21,158.47,5.35,7.67,14.5,69.95,0.0,0.0,358.0,6.7,10.85,3.54
599,4,11,53.25,110.47,189,2020-02-29 16:00:00,6.07,8.97,1.66,0.0,100.0,10.52,61.0,9.06,90.07,2.94,138.26,5.28,7.21,13.1,72.21,1.0,0.0,358.0,6.2,9.44,3.17
676,6,11,53.63,108.95,199,2020-02-29 17:00:00,6.06,8.01,2.06,0.0,100.0,10.33,60.0,8.84,90.88,2.38,138.77,4.88,6.87,10.9,74.48,0.0,0.0,359.0,5.5,8.3,3.58
594,5,11,53.37,104.84,196,2020-02-29 18:00:00,6.17,7.16,2.67,0.0,100.0,10.7,60.0,8.35,90.71,1.87,131.5,4.88,6.56,9.8,70.24,0.0,0.0,359.0,5.3,8.16,2.64
