max_number_of_vehicles,minimum_speed,min_number_of_vehicles,average_speed,avg_number_of_vehicles,maximum_speed,date,average_felt_temperature,average_road_temperature,minimum_felt_temperature,minimum_precipitation,maximum_humidity,maximum_felt_temperature,maximum_precipitation,maximum_temperature,average_humidity,average_wind,average_directionofwind,minimum_temperature,average_temperature,maximum_road_temperature,minimum_humidity,minimum_directionofwind,minimum_wind,maximum_directionofwind,minimum_road_temperature,maximum_wind,average_precipitation
848,1,11,51.57,118.41,236,2021-03-12 16:00:00,6.72,9.75,2.3,0.0,100.0,10.24,60.0,8.91,61.27,1.16,204.86,2.58,6.61,14.8,0.88,1.0,0.0,353.0,-1.9,4.62,2.12
822,1,11,51.86,122.75,201,2021-03-12 17:00:00,6.16,8.52,1.74,0.0,100.0,9.94,60.0,8.6,65.99,0.92,188.82,1.97,5.87,14.8,0.88,2.0,0.0,354.0,-1.9,3.65,0.88
829,1,11,51.2,118.86,200,2021-03-12 18:00:00,5.77,7.71,1.5,0.0,100.0,9.95,60.0,8.22,68.09,0.98,195.66,1.5,5.59,11.2,0.88,1.0,0.0,354.0,-1.9,4.13,1.17
741,1,11,51.98,119.53,209,2021-03-12 19:00:00,5.24,7.05,0.31,0.0,100.0,9.74,60.0,7.85,70.75,1.11,178.2,1.37,5.28,10.8,0.88,5.0,0.0,354.0,-1.9,3.92,0.81
640,1,11,54.37,113.39,196,2021-03-12 20:00:00,4.83,6.34,-0.27,0.0,100.0,9.64,60.0,7.71,72.82,1.18,167.92,1.92,4.94,10.8,0.88,1.0,0.0,355.0,-1.9,4.92,0.47
623,1,11,58.25,97.15,188,2021-03-12 21:00:00,4.53,5.75,-0.85,0.0,100.0,9.23,60.0,7.44,75.42,1.05,162.92,0.34,4.46,10.8,0.88,0.0,0.0,355.0,-1.9,4.84,1.36
549,1,11,60.07,82.05,201,2021-03-12 22:00:00,4.35,5.42,-1.37,0.0,100.0,11.49,60.0,7.59,77.08,1.0,170.2,-0.07,4.3,23.5,0.88,0.0,0.0,355.0,-1.9,4.3,0.12
421,1,11,61.7,74.38,189,2021-03-12 23:00:00,4.0,5.1,-2.26,0.0,100.0,10.38,0.48,6.97,78.92,0.99,178.49,-0.4,4.0,11.0,0.88,0.0,0.0,355.0,-1.9,4.74,0.03
301,1,11,62.13,60.42,197,2021-03-13 00:00:00,3.9,4.74,-1.86,0.0,100.0,14.56,12.39,6.82,81.37,1.1,172.11,-0.7,3.77,11.0,0.81,0.0,0.0,354.0,-1.9,4.87,0.06
210,1,11,64.52,44.83,210,2021-03-13 01:00:00,3.73,4.24,-1.78,0.0,100.0,10.73,0.58,7.25,83.74,0.95,167.25,-1.07,3.66,10.8,0.88,0.0,0.0,354.0,-1.9,4.18,0.03
168,1,11,67.04,39.59,207,2021-03-13 02:00:00,3.58,4.01,-2.28,0.0,100.0,10.21,2.58,7.66,85.08,1.03,163.94,-1.05,3.57,10.8,0.88,0.0,0.0,354.0,-1.9,4.98,0.07
173,1,11,68.3,36.15,195,2021-03-13 03:00:00,3.39,3.88,-2.49,0.0,100.0,8.5,11.33,7.72,85.74,1.11,156.64,-1.23,3.51,10.8,0.81,1.0,0.0,355.0,-1.9,4.77,0.15
181,1,11,66.75,39.25,192,2021-03-13 04:00:00,4.16,4.08,-2.26,0.0,100.0,10.28,21.82,8.19,86.05,1.03,160.15,-1.64,3.97,10.8,0.81,0.0,0.0,354.0,-1.9,5.53,0.04
317,1,11,60.89,57.74,188,2021-03-13 05:00:00,5.92,5.6,-1.13,0.0,100.0,11.72,60.0,9.44,82.56,1.16,161.17,0.08,5.76,10.8,0.88,0.0,0.0,354.0,-1.9,4.54,0.36
724,1,11,59.83,98.64,192,2021-03-13 06:00:00,7.67,8.69,2.63,0.0,100.0,12.08,60.0,10.32,76.14,1.83,186.21,2.85,7.9,15.4,0.88,5.0,0.0,355.0,-1.9,5.18,0.95
914,1,11,58.99,121.03,197,2021-03-13 07:00:00,9.22,12.53,5.03,0.0,100.0,14.17,60.0,12.44,67.99,2.17,189.62,6.91,9.55,20.3,0.88,5.0,0.0,356.0,-1.9,6.59,0.79
1016,1,11,57.75,121.26,193,2021-03-13 08:00:00,10.45,16.4,4.61,0.0,100.0,15.92,0.27,14.42,60.93,2.48,207.96,7.24,10.77,25.7,0.88,1.0,0.0,355.0,-1.9,8.74,0.0
995,1,11,55.8,118.16,193,2021-03-13 09:00:00,11.18,19.31,6.0,0.0,100.0,15.71,60.0,14.76,55.97,2.7,212.0,7.85,11.55,29.4,0.88,0.0,0.0,355.0,-1.9,9.0,0.47
852,1,11,53.86,108.4,199,2021-03-13 10:00:00,11.73,21.41,5.98,0.0,100.0,17.51,60.0,15.73,55.02,2.77,208.64,7.92,11.96,30.4,0.88,0.0,0.0,355.0,-1.9,8.92,0.95
854,1,11,53.11,110.77,218,2021-03-13 11:00:00,12.36,22.59,7.33,0.0,100.0,17.34,60.0,15.98,51.66,2.71,218.19,8.94,12.57,31.9,0.88,5.0,0.0,355.0,-1.9,7.86,1.19
822,1,11,52.5,115.32,206,2021-03-13 12:00:00,13.08,22.49,7.83,0.0,100.0,17.8,60.0,16.37,49.2,2.56,220.93,9.35,13.11,32.0,0.88,1.0,0.0,355.0,-1.9,6.87,1.29
802,1,11,50.89,113.0,230,2021-03-13 13:00:00,13.16,20.06,8.24,0.0,100.0,17.94,60.0,16.35,49.31,2.25,218.39,9.42,13.06,30.9,0.88,0.0,0.0,355.0,-1.9,7.58,1.23
817,1,11,49.59,109.21,200,2021-03-13 14:00:00,12.88,17.45,8.61,0.0,100.0,16.93,60.0,15.54,49.47,1.99,210.46,9.56,12.74,28.2,0.88,0.0,0.0,355.0,-1.9,7.5,1.98
715,1,11,49.77,105.32,199,2021-03-13 15:00:00,12.02,14.77,7.93,0.0,100.0,15.55,60.0,14.49,53.61,1.56,205.12,8.4,11.71,22.0,0.88,5.0,0.0,356.0,-1.9,5.96,2.37
662,1,11,51.32,106.83,208,2021-03-13 16:00:00,10.91,12.68,6.14,0.0,100.0,15.01,60.0,12.76,59.4,1.32,190.5,7.03,10.52,18.4,0.88,0.0,0.0,355.0,-1.9,6.15,2.31
675,1,11,52.49,102.71,205,2021-03-13 17:00:00,10.39,11.55,6.49,0.0,100.0,13.91,60.0,11.87,62.75,1.24,177.16,6.83,9.93,20.2,0.88,0.0,0.0,351.0,-1.9,5.17,1.74
574,1,11,53.56,99.68,210,2021-03-13 18:00:00,9.97,10.74,4.72,0.0,100.0,15.43,60.0,11.94,65.04,1.07,169.46,5.39,9.49,14.7,0.88,0.0,0.0,354.0,-1.9,6.42,1.11
504,1,11,53.06,94.7,239,2021-03-13 19:00:00,9.29,9.82,3.16,0.0,100.0,13.11,60.0,11.46,67.73,1.12,179.68,4.71,8.93,13.7,0.88,0.0,0.0,355.0,-1.9,5.38,0.96
496,1,11,53.2,90.6,202,2021-03-13 20:00:00,8.79,9.04,4.4,0.0,100.0,12.32,60.0,11.33,69.97,1.09,165.71,4.51,8.44,11.8,0.88,5.0,0.0,355.0,-1.9,6.12,0.47
480,1,11,56.91,80.66,212,2021-03-13 21:00:00,8.37,8.38,3.57,0.0,100.0,14.63,60.0,10.76,71.39,1.02,180.38,3.69,8.06,11.4,0.88,0.0,0.0,353.0,-1.9,5.43,1.25
396,1,11,60.28,62.4,205,2021-03-13 22:00:00,7.99,7.85,3.21,0.0,100.0,12.15,60.0,10.54,73.19,1.01,165.57,3.76,7.68,10.8,0.88,0.0,0.0,354.0,-1.9,5.1,0.27
357,1,11,62.44,59.77,214,2021-03-13 23:00:00,7.57,7.39,2.71,0.0,100.0,13.82,0.46,9.76,75.07,0.98,161.33,3.13,7.3,10.8,0.88,0.0,0.0,349.0,-1.9,5.47,0.01
226,1,11,63.01,45.83,190,2021-03-14 00:00:00,7.29,6.97,1.94,0.0,100.0,12.66,1.49,9.62,77.33,0.96,155.9,2.45,7.04,10.8,0.88,0.0,0.0,351.0,-1.9,5.61,0.05
142,1,11,66.51,32.05,188,2021-03-14 01:00:00,6.92,6.6,2.02,0.0,100.0,13.01,5.47,9.62,79.98,1.03,156.64,2.0,6.72,10.8,0.88,0.0,0.0,355.0,-1.9,5.26,0.14
86,1,11,68.99,25.93,194,2021-03-14 02:00:00,6.75,6.29,1.49,0.0,100.0,13.16,8.33,9.98,82.67,0.94,157.16,1.48,6.46,10.8,0.88,0.0,0.0,353.0,-1.9,5.18,0.33
70,1,11,70.85,22.11,195,2021-03-14 03:00:00,6.65,6.07,0.8,0.0,100.0,13.01,14.32,9.28,85.05,0.92,165.11,0.78,6.35,10.8,0.88,0.0,0.0,354.0,-1.9,4.9,0.48
86,1,11,68.12,25.84,244,2021-03-14 04:00:00,6.62,6.01,0.88,0.0,100.0,12.65,24.62,9.55,86.23,0.88,162.7,0.86,6.3,10.8,0.88,0.0,0.0,353.0,-1.9,4.37,0.68
240,1,11,62.23,38.62,215,2021-03-14 05:00:00,8.43,7.29,1.8,0.0,100.0,14.71,60.0,12.15,83.72,0.95,158.75,2.07,7.94,11.1,0.88,0.0,0.0,355.0,-1.9,4.32,0.2
258,1,11,62.16,49.59,218,2021-03-14 06:00:00,11.08,10.77,4.9,0.0,100.0,16.3,60.0,14.19,75.63,1.29,174.32,5.6,10.59,17.7,0.88,3.0,0.0,338.0,-1.9,4.95,0.83
360,1,11,62.79,62.03,199,2021-03-14 07:00:00,12.6,15.54,7.55,0.0,100.0,17.5,60.0,15.79,68.17,1.72,183.64,8.47,12.27,23.9,0.88,1.0,0.0,350.0,-1.9,5.46,0.92
291,1,11,61.66,53.53,254,2021-03-14 08:00:00,13.94,19.8,8.19,0.0,100.0,19.17,60.0,17.23,60.94,2.01,199.69,9.63,13.57,29.0,0.88,3.0,0.0,354.0,-1.9,6.26,0.28
268,1,11,60.8,47.68,207,2021-03-14 09:00:00,14.88,23.12,9.62,0.0,100.0,19.72,60.0,18.03,54.88,2.26,202.97,10.51,14.59,33.2,0.88,5.0,0.0,345.0,-1.9,7.45,0.75
269,1,11,59.9,48.33,211,2021-03-14 10:00:00,15.29,25.35,9.94,0.0,100.0,20.37,60.0,18.7,52.63,2.59,206.8,11.26,15.03,34.8,0.88,1.0,0.0,345.0,-1.9,8.37,1.19
292,1,11,60.22,48.14,191,2021-03-14 11:00:00,15.66,25.91,9.93,0.0,100.0,20.71,60.0,19.03,48.7,2.76,211.9,11.4,15.49,36.7,0.88,4.0,0.0,354.0,-1.9,8.46,0.99
323,1,11,59.89,54.17,230,2021-03-14 12:00:00,16.13,25.17,11.06,0.0,100.0,19.99,60.0,18.73,45.32,2.68,206.88,12.08,15.8,35.7,0.88,0.0,0.0,353.0,-1.9,9.32,1.07
388,1,11,59.29,61.19,191,2021-03-14 13:00:00,16.38,23.48,10.9,0.0,100.0,20.07,60.0,18.63,45.5,2.46,207.89,11.88,15.95,32.9,0.88,3.0,0.0,354.0,-1.9,7.09,0.88
349,1,11,59.08,60.7,206,2021-03-14 14:00:00,16.22,20.57,11.19,0.0,100.0,20.6,60.0,18.5,47.11,2.08,206.31,11.74,15.71,29.7,0.88,1.0,0.0,356.0,-1.9,7.03,2.18
411,1,11,59.82,65.46,202,2021-03-14 15:00:00,15.54,17.4,9.66,0.0,100.0,19.45,60.0,17.85,49.17,1.57,198.94,10.04,14.87,24.6,0.88,2.0,0.0,356.0,-1.9,5.61,2.24
337,1,11,59.77,62.85,215,2021-03-14 16:00:00,13.64,14.6,9.0,0.0,100.0,18.14,60.0,16.17,56.69,1.13,180.05,9.22,12.95,21.8,0.88,4.0,0.0,355.0,-1.9,4.57,2.2
292,1,11,60.59,59.96,236,2021-03-14 17:00:00,12.57,13.01,8.23,0.0,100.0,16.15,60.0,15.01,59.44,1.1,178.84,8.13,11.93,18.5,0.88,0.0,0.0,355.0,-1.9,4.69,1.96
273,1,11,61.7,56.69,220,2021-03-14 18:00:00,11.81,12.0,6.68,0.0,100.0,16.59,60.0,14.54,62.99,1.19,169.97,7.72,11.31,16.6,0.88,0.0,0.0,355.0,-1.9,4.08,1.21
277,1,11,61.76,54.74,216,2021-03-14 19:00:00,11.33,11.06,6.68,0.0,100.0,17.03,60.0,13.58,64.85,1.12,166.03,6.49,10.82,15.0,0.88,0.0,0.0,354.0,-1.9,4.38,0.24
239,1,11,60.7,53.54,195,2021-03-14 20:00:00,10.99,10.42,5.96,0.0,100.0,16.25,60.0,13.24,66.48,1.11,167.91,6.01,10.52,13.5,0.88,0.0,0.0,354.0,-1.9,5.45,0.32
278,1,11,60.04,56.22,219,2021-03-14 21:00:00,10.74,9.88,5.72,0.0,100.0,16.34,60.0,14.12,68.19,1.09,169.68,5.7,10.28,13.0,0.88,0.0,0.0,355.0,-1.9,5.39,0.85
304,1,11,61.84,55.48,203,2021-03-14 22:00:00,10.31,9.41,4.22,0.0,100.0,15.13,60.0,13.72,70.0,1.07,167.18,4.83,9.91,12.7,0.88,0.0,0.0,345.0,-1.9,5.13,0.32
27,2,11,73.14,14.22,170,2021-03-14 23:00:00,10.24,9.01,3.45,0.0,100.0,14.93,8.92,13.44,71.1,0.87,180.0,4.16,9.73,12.3,0.88,0.0,0.0,351.0,-1.9,4.05,0.05
216,1,11,63.41,46.49,200,2021-03-15 00:00:00,9.87,8.85,3.56,0.0,100.0,14.79,0.54,12.76,73.77,0.9,174.64,3.61,9.41,27.0,0.88,0.0,0.0,354.0,-1.9,3.25,0.03
161,1,11,65.75,39.97,186,2021-03-15 01:00:00,9.61,8.4,3.11,0.0,100.0,15.58,0.56,13.23,75.44,0.83,173.36,3.29,9.12,11.6,0.88,0.0,0.0,354.0,-1.9,3.49,0.03
124,1,11,69.4,35.46,169,2021-03-15 02:00:00,9.69,8.41,3.45,0.0,100.0,14.73,0.53,13.04,76.04,0.94,169.32,3.34,9.23,11.6,0.88,0.0,0.0,354.0,-1.9,4.35,0.03
118,1,11,70.35,30.51,161,2021-03-15 03:00:00,9.85,8.76,3.6,0.0,100.0,15.52,0.56,12.77,74.88,1.21,163.66,3.37,9.5,11.6,0.88,0.0,0.0,355.0,-1.9,5.02,0.02
149,1,11,67.13,34.23,180,2021-03-15 04:00:00,10.36,9.18,4.05,0.0,100.0,15.18,0.54,13.65,72.75,1.28,144.66,3.74,9.99,11.9,0.88,0.0,0.0,352.0,-1.9,5.81,0.03
401,1,11,61.79,68.41,190,2021-03-15 05:00:00,11.27,10.33,3.45,0.0,100.0,16.56,0.31,15.69,68.93,1.52,156.21,3.75,11.1,14.9,0.88,0.0,0.0,351.0,-1.9,6.05,0.0
1021,1,11,58.71,141.42,205,2021-03-15 06:00:00,14.01,13.38,7.58,0.0,100.0,18.97,60.0,17.33,61.78,2.01,168.33,6.71,13.52,21.2,0.88,4.0,0.0,356.0,-1.9,7.01,1.04
961,1,11,55.72,134.26,209,2021-03-15 07:00:00,15.41,16.54,9.14,0.0,100.0,18.86,60.0,17.97,56.18,2.5,179.68,9.9,15.07,24.2,0.88,5.0,0.0,356.0,-1.9,7.98,0.99
948,1,11,52.21,121.09,210,2021-03-15 08:00:00,16.34,19.07,10.2,0.0,100.0,20.47,60.0,18.7,53.07,2.83,166.54,11.4,16.0,28.5,0.88,4.0,0.0,356.0,-1.9,10.9,0.24
787,1,11,52.16,100.11,205,2021-03-15 09:00:00,17.67,23.29,11.1,0.0,100.0,21.73,60.0,20.02,50.44,3.03,174.35,12.08,17.24,32.3,0.88,5.0,0.0,356.0,-1.9,10.6,0.98
791,1,11,52.05,90.32,220,2021-03-15 10:00:00,18.15,24.14,10.71,0.0,100.0,22.5,60.0,20.72,49.37,2.93,184.87,12.29,17.66,34.5,0.88,4.0,0.0,356.0,-1.9,11.31,0.89
704,1,11,52.35,87.54,195,2021-03-15 11:00:00,17.32,21.74,12.47,0.0,100.0,22.19,60.0,20.48,53.0,3.04,192.31,13.58,16.96,32.2,0.88,2.0,0.0,356.0,-1.9,10.91,0.34
871,1,11,51.83,103.35,211,2021-03-15 12:00:00,18.45,23.84,12.5,0.0,100.0,21.9,60.0,20.35,49.97,2.87,189.54,13.38,17.89,32.3,0.88,2.0,0.0,356.0,-1.9,12.35,0.95
921,1,11,51.81,107.75,195,2021-03-15 13:00:00,18.44,22.53,11.97,0.0,100.0,23.27,60.0,21.19,50.95,2.88,182.0,12.59,17.93,30.3,0.88,0.0,0.0,356.0,-1.9,9.25,1.02
938,1,11,51.1,105.93,199,2021-03-15 14:00:00,18.39,20.65,11.85,0.0,100.0,23.15,60.0,21.17,51.03,2.4,176.17,11.85,17.75,29.3,0.88,3.0,0.0,356.0,-1.9,9.1,1.99
777,1,11,51.26,96.92,234,2021-03-15 15:00:00,17.59,18.11,11.63,0.0,100.0,21.49,60.0,20.17,53.75,1.99,175.8,11.38,16.92,26.6,0.88,1.0,0.0,356.0,-1.9,6.45,1.7
590,1,11,51.06,85.59,187,2021-03-15 16:00:00,16.28,16.39,9.52,0.0,100.0,21.1,60.0,19.05,57.56,2.13,185.94,10.57,15.8,24.5,0.88,1.0,0.0,349.0,-1.9,7.33,2.03
807,1,11,51.53,119.04,204,2021-03-15 17:00:00,15.26,15.21,9.41,0.0,100.0,18.39,60.0,17.54,61.61,2.03,186.41,10.99,14.82,24.5,0.88,2.0,0.0,346.0,-1.9,7.45,1.87
807,1,11,51.3,124.38,206,2021-03-15 18:00:00,13.35,13.63,8.76,0.0,100.0,18.41,60.0,17.13,73.28,2.75,187.33,10.45,13.38,23.3,0.88,5.0,0.0,355.0,-1.9,12.9,0.6
736,1,11,51.53,118.67,211,2021-03-15 19:00:00,12.76,12.37,6.59,0.0,100.0,16.7,60.0,15.08,78.65,1.89,163.09,10.24,12.65,20.7,0.88,3.0,0.0,355.0,-1.9,7.84,0.34
646,1,11,54.31,107.58,205,2021-03-15 20:00:00,12.72,11.69,4.27,0.0,100.0,16.58,60.0,15.63,76.41,2.11,173.72,7.78,12.59,15.8,0.88,1.0,0.0,354.0,-1.9,12.13,0.49
590,1,11,56.45,89.46,197,2021-03-15 21:00:00,11.66,11.33,4.78,0.0,100.0,16.34,60.0,16.11,78.21,3.05,192.12,7.44,12.0,14.9,0.88,1.0,0.0,353.0,-1.9,12.56,1.29
429,1,11,58.86,71.62,193,2021-03-15 22:00:00,9.18,10.7,5.62,0.0,100.0,13.71,60.0,12.89,88.39,3.2,201.63,7.31,9.98,17.3,0.88,2.0,0.0,353.0,-1.9,11.86,0.51
400,1,11,60.16,67.95,180,2021-03-15 23:00:00,9.05,10.06,4.41,0.0,100.0,12.63,0.52,11.19,89.93,2.42,189.85,7.1,9.5,12.6,0.88,5.0,0.0,339.0,-1.9,8.39,0.05
333,1,11,60.68,59.27,186,2021-03-16 00:00:00,8.9,9.68,4.63,0.0,100.0,12.99,0.45,11.13,88.77,2.42,189.8,7.17,9.41,12.3,0.88,5.0,0.0,343.0,-1.9,7.8,0.03
239,1,11,61.51,46.4,154,2021-03-16 01:00:00,8.79,9.32,4.55,0.0,100.0,12.59,0.56,11.71,85.35,3.26,193.33,7.25,9.74,11.9,0.88,5.0,0.0,348.0,-1.9,9.45,0.02
182,1,11,65.5,38.95,168,2021-03-16 02:00:00,8.94,8.93,4.44,0.0,100.0,12.47,20.0,11.69,80.92,3.26,198.56,7.24,9.83,11.4,0.88,1.0,0.0,352.0,-1.9,8.85,0.1
148,1,11,67.17,35.41,171,2021-03-16 03:00:00,8.7,8.67,4.17,0.0,100.0,12.33,0.25,11.46,79.95,3.27,200.26,6.41,9.62,11.2,0.88,5.0,0.0,351.0,-1.9,10.02,0.0
175,1,11,64.65,38.31,163,2021-03-16 04:00:00,8.5,8.51,4.22,0.0,100.0,12.45,0.53,11.48,78.96,3.55,201.32,5.6,9.55,11.2,0.88,5.0,0.0,352.0,-1.9,9.57,0.01
387,1,11,58.65,65.91,177,2021-03-16 05:00:00,8.86,9.71,4.53,0.0,100.0,13.61,60.0,12.92,74.78,4.19,197.6,5.6,10.05,13.8,0.88,1.0,0.0,354.0,-1.9,11.57,0.06
972,1,11,57.33,141.51,205,2021-03-16 06:00:00,7.9,11.21,3.48,0.0,100.0,13.38,60.0,13.0,72.58,5.87,201.58,6.42,9.79,16.5,0.88,5.0,0.0,345.0,-1.9,20.16,0.85
1050,1,11,55.14,146.47,190,2021-03-16 07:00:00,7.58,12.48,3.64,0.0,100.0,12.12,60.0,11.7,75.6,5.06,205.42,5.74,9.29,20.7,0.88,5.0,0.0,346.0,-1.9,16.95,1.11
893,1,11,52.48,122.11,191,2021-03-16 08:00:00,8.41,14.83,3.71,0.0,100.0,12.35,0.47,12.06,72.55,4.96,208.42,6.21,9.92,22.3,0.88,4.0,0.0,350.0,-1.9,15.3,0.02
779,1,11,51.48,100.31,188,2021-03-16 09:00:00,9.43,17.85,4.0,0.0,100.0,13.31,60.0,12.82,69.59,5.14,205.74,6.76,10.78,27.0,0.88,1.0,0.0,356.0,-1.9,13.65,0.96
825,1,11,51.87,96.23,201,2021-03-16 10:00:00,9.38,19.06,1.82,0.0,100.0,13.52,60.0,13.98,69.35,5.62,205.55,5.05,10.89,28.5,0.88,4.0,0.0,355.0,-1.9,15.33,1.17
778,1,11,52.07,92.16,215,2021-03-16 11:00:00,10.06,20.09,4.81,0.0,100.0,14.1,60.0,14.11,65.18,5.24,201.44,7.31,11.43,29.7,0.88,0.0,0.0,347.0,-1.9,16.08,1.1
880,1,11,52.48,104.85,200,2021-03-16 12:00:00,9.72,18.66,5.17,0.0,100.0,14.16,60.0,13.43,65.76,5.25,199.53,7.65,11.18,28.6,0.88,1.0,0.0,354.0,-1.9,15.43,1.03
916,1,11,51.9,103.43,194,2021-03-16 13:00:00,9.05,15.97,5.26,0.0,100.0,13.18,60.0,12.81,68.71,5.11,200.74,7.55,10.55,24.7,0.88,3.0,0.0,354.0,-1.9,14.75,0.84
985,1,11,51.7,102.52,186,2021-03-16 14:00:00,8.14,13.6,1.27,0.0,100.0,12.24,60.0,11.77,74.4,4.75,201.5,5.74,9.72,21.2,0.88,2.0,0.0,350.0,-1.9,15.25,2.01
690,1,11,50.92,78.57,239,2021-03-16 15:00:00,7.35,11.4,1.41,0.0,100.0,11.73,60.0,10.91,77.8,4.28,203.24,4.3,8.88,18.0,0.88,4.0,0.0,353.0,-1.9,11.72,2.33
904,1,11,51.47,112.3,208,2021-03-16 16:00:00,6.71,10.06,2.22,0.0,100.0,12.17,60.0,10.89,82.56,3.62,217.64,5.26,8.03,18.1,0.88,2.0,0.0,353.0,-1.9,15.83,1.74
793,1,11,50.28,116.34,202,2021-03-16 17:00:00,6.43,9.02,1.17,0.0,100.0,10.93,60.0,10.36,86.35,2.86,220.78,4.54,7.43,14.6,0.88,0.0,0.0,353.0,-1.9,8.67,2.01
793,1,11,49.44,124.08,211,2021-03-16 18:00:00,6.65,8.55,1.66,0.0,100.0,10.64,60.0,9.68,86.22,2.45,231.87,4.41,7.37,13.2,0.88,0.0,0.0,353.0,-1.9,13.57,1.13
739,1,11,50.04,119.68,196,2021-03-16 19:00:00,6.7,8.23,0.87,0.0,100.0,10.66,60.0,9.54,86.01,2.25,234.29,3.69,7.27,11.1,0.88,0.0,0.0,350.0,-1.9,7.78,0.85
622,1,11,52.26,103.2,198,2021-03-16 20:00:00,7.16,7.99,0.54,0.0,100.0,11.22,60.0,9.23,85.84,1.39,220.8,3.48,7.2,10.8,0.88,2.0,0.0,352.0,-1.9,4.37,0.68
604,1,11,56.45,93.21,181,2021-03-16 21:00:00,7.18,7.89,-0.24,0.0,100.0,11.45,60.0,9.92,86.38,1.38,220.24,3.42,7.16,10.8,0.88,1.0,0.0,355.0,-1.9,6.61,1.38
457,1,11,58.0,76.19,182,2021-03-16 22:00:00,6.57,7.58,1.69,0.0,100.0,11.35,0.62,10.58,84.71,2.04,228.44,3.21,7.0,10.8,0.88,1.0,0.0,354.0,-1.9,9.19,0.04
361,1,11,60.33,67.11,203,2021-03-16 23:00:00,6.22,7.09,2.19,0.0,100.0,11.95,0.86,9.82,85.91,1.56,227.52,3.21,6.47,10.8,0.88,0.0,0.0,354.0,-1.9,6.53,0.03
302,1,11,60.73,59.33,198,2021-03-17 00:00:00,5.87,6.92,2.5,0.0,100.0,9.86,0.63,8.71,85.29,1.48,232.16,3.01,6.09,10.8,0.88,0.0,0.0,350.0,-1.9,5.73,0.02
202,1,11,63.52,44.06,180,2021-03-17 01:00:00,5.98,7.09,2.84,0.0,100.0,9.86,0.46,8.05,84.24,1.38,224.27,3.28,6.14,10.8,0.88,0.0,0.0,353.0,-1.9,5.26,0.01
169,1,11,68.94,38.68,184,2021-03-17 02:00:00,5.87,7.09,2.19,0.0,100.0,9.57,0.47,8.4,83.2,1.53,238.99,3.62,6.16,10.8,0.88,2.0,0.0,353.0,-1.9,5.81,0.02
132,1,11,68.43,35.19,176,2021-03-17 03:00:00,5.56,6.87,2.24,0.0,100.0,9.34,0.36,8.35,83.38,1.73,250.94,3.48,6.01,10.8,0.88,1.0,0.0,355.0,-1.9,6.4,0.02
175,1,11,65.59,37.66,177,2021-03-17 04:00:00,5.07,6.62,0.32,0.0,100.0,9.05,0.57,7.95,84.55,1.85,251.45,3.05,5.73,10.8,0.88,1.0,0.0,354.0,-1.9,6.9,0.06
356,1,11,59.55,67.95,177,2021-03-17 05:00:00,4.85,6.85,0.59,0.0,100.0,10.04,60.0,7.8,86.4,2.06,248.29,3.25,5.55,11.2,0.88,0.0,0.0,353.0,-1.9,6.0,0.22
959,1,11,56.64,139.28,215,2021-03-17 06:00:00,4.76,7.49,1.02,0.0,100.0,8.16,60.0,7.67,87.88,2.31,236.13,3.25,5.68,12.0,0.88,0.0,0.0,353.0,-1.9,6.66,1.41
991,1,11,54.44,142.69,191,2021-03-17 07:00:00,5.42,8.81,0.42,0.0,100.0,9.04,60.0,8.62,86.15,2.41,228.93,3.25,6.34,12.2,0.88,1.0,0.0,354.0,-1.9,6.56,0.85
869,1,11,51.71,121.9,196,2021-03-17 08:00:00,5.91,9.72,1.25,0.0,100.0,9.41,0.69,8.69,84.17,2.62,233.1,4.0,6.92,14.2,0.88,0.0,0.0,351.0,-1.9,7.09,0.06
750,1,11,51.84,102.65,189,2021-03-17 09:00:00,6.34,10.52,2.13,0.0,100.0,10.19,1.0,9.57,82.05,2.7,232.69,4.98,7.33,17.1,0.88,4.0,0.0,354.0,-1.9,7.74,0.05
659,1,11,51.87,94.28,190,2021-03-17 10:00:00,6.64,11.52,2.11,0.0,100.0,11.1,60.0,9.91,79.37,3.15,229.47,5.25,7.78,21.0,0.88,0.0,0.0,354.0,-1.9,8.24,1.23
819,1,11,51.35,94.19,184,2021-03-17 11:00:00,6.7,11.81,2.33,0.0,100.0,11.57,60.0,10.18,77.39,3.34,225.75,5.26,7.98,18.2,0.88,0.0,0.0,353.0,-1.9,8.99,0.93
825,1,11,51.56,103.42,198,2021-03-17 12:00:00,6.68,11.66,2.49,0.0,100.0,10.77,60.0,10.18,77.05,3.36,238.93,5.85,7.97,18.0,0.88,0.0,0.0,354.0,-1.9,8.69,1.15
934,1,11,52.32,110.46,199,2021-03-17 13:00:00,6.78,10.66,2.77,0.0,100.0,10.49,60.0,9.84,78.06,2.86,240.09,4.98,7.81,15.1,0.88,0.0,0.0,353.0,-1.9,7.89,0.99
857,1,11,51.61,102.46,191,2021-03-17 14:00:00,6.23,9.12,2.47,0.0,100.0,10.33,60.0,9.12,82.99,2.46,248.2,3.89,7.15,14.0,0.88,1.0,0.0,354.0,-1.9,8.78,2.41
800,1,11,51.62,103.73,207,2021-03-17 15:00:00,5.71,8.12,1.98,0.0,100.0,9.05,60.0,8.86,86.9,2.1,248.33,3.76,6.42,11.7,0.88,1.0,0.0,354.0,-1.9,7.09,1.69
